II,M,1698
I,F,727
III,M,2262
II,M,1307
II,F,1939
II,F,1352
II,F,1442
III,F,2003
III,M,2976
II,M,1862
II,M,1505
III,M,2466
II,M,1497
I,M,858
III,F,1889
I,F,754
I,F,918
I,M,548
I,F,913
I,F,525
I,F,717
I,F,678
I,F,878
III,M,2882
III,F,1860
III,F,2402
I,M,899
III,F,2190
III,M,2654
I,F,997
III,M,2191
II,M,1030
I,F,731
II,M,918
I,F,925
III,M,2675
I,M,1066
I,M,823
I,F,990
III,F,2109
III,M,1808
I,F,549
III,F,2955
III,M,2306
II,F,1515
I,M,595
II,F,1565
II,F,903
III,F,2058
II,M,1873
I,M,867
III,M,2386
II,M,1041
I,M,705
I,F,616
II,M,1825
II,M,1534
I,F,536
I,M,700
II,F,1973
III,F,1803
II,M,1187
II,M,1903
I,F,596
II,F,1473
II,M,1236
II,M,1537
I,M,1055
I,F,665
I,F,576
II,F,1177
III,M,1902
III,M,2380
I,F,998
I,M,918
I,F,769
III,M,1891
II,F,1440
I,M,629
III,M,2476
II,F,933
I,M,1033
II,M,1663
I,M,788
I,F,923
II,F,976
I,F,637
II,M,1091
II,M,1422
I,M,666
II,M,1573
III,F,2398
III,M,1817
I,F,695
II,M,1784
II,F,1066
I,M,981
III,F,1985
II,M,1125
I,F,871
I,M,756
II,F,1034
I,F,630
II,F,1054
I,M,895
III,F,2172
III,F,1827
II,F,1647
II,F,1212
I,M,612
II,F,1167
II,M,1331
II,M,1645
I,M,895
I,F,673
II,F,1248
III,M,2985
I,M,901
II,M,1114
I,M,714
I,F,776
I,M,675
III,M,2592
I,M,570
I,F,572
II,F,1772
III,M,2181
I,F,1094
I,M,825
I,M,850
I,F,1045
II,M,1507
II,M,1510
I,F,1098
III,M,2394
II,F,1709
III,F,2665
III,F,2219
I,F,1016
I,M,557
III,F,2180
III,F,1911
I,F,887
III,M,2192
I,F,683
III,F,2392
I,F,820
II,M,1600
I,F,701
I,F,1079
I,M,763
I,M,596
I,M,646
II,M,1687
II,F,1169
I,F,813
I,M,985
III,F,1981
I,M,651
III,F,2314
III,F,2175
I,M,985
III,M,2248
III,M,2512
II,M,1607
I,M,551
II,M,1880
II,M,1817
III,M,1883
III,F,1802
II,M,1638
II,F,1084
I,F,893
II,F,1263
II,F,1959
III,F,1985
II,M,1375
I,F,1062
III,M,2105
I,F,508
I,F,1060
III,M,2024
III,F,2856
III,M,2585
I,F,727
III,M,1899
III,M,2139
III,M,2465
III,F,2904
II,F,1750
I,M,548
I,M,1065
II,F,1869
III,M,2262
II,F,1921
I,F,924
I,M,633
II,M,1566
I,M,795
II,F,1424
II,M,1984
I,M,609
III,F,1994
III,F,2546
III,F,1884
I,M,903
I,F,655
II,F,1157
III,F,2451
I,M,951
I,F,987
II,M,1672
I,M,971
II,M,1737
I,F,911
I,M,867
II,F,978
II,F,1262
I,F,889
I,F,578
II,F,1611
III,M,2371
III,M,1815
II,M,1601
II,M,1921
III,M,2990
I,M,616
I,M,810
I,F,982
II,M,905
II,M,1704
I,M,637
I,M,956
II,M,1597
I,F,1048
II,M,1980
II,M,1247
I,F,779
II,M,1826
III,F,2277
III,F,2204
I,M,543
I,F,717
I,M,647
I,F,673
II,F,1429
II,M,1301
III,M,1860
II,F,903
II,M,1802
II,M,1727
I,M,852
III,M,2529
II,F,1939
I,M,654
I,F,745
II,M,906
I,F,1098
II,M,1332
II,M,1804
III,M,2872
III,M,1887
III,M,2877
III,M,2173
II,F,1826
III,M,2988
III,F,2250
I,M,714
I,M,853
II,F,1238
II,M,1998
I,M,1066
I,M,1072
I,M,1085
I,F,894
I,M,1017
II,M,1054
I,M,584
I,M,707
III,M,1977
I,M,886
II,F,1612
II,M,1174
II,F,1701
I,F,573
II,F,1357
II,M,1981
I,F,802
I,F,920
I,M,501
III,M,2232
I,F,834
I,M,880
I,M,938
I,F,1008
III,M,1881
II,M,1547
I,F,715
III,M,2869
II,M,1838
I,M,1030
II,M,1818
I,F,537
I,M,1076
I,F,1002
II,F,1539
I,M,676
I,F,1030
I,M,938
II,F,1228
I,M,1077
I,M,1014
III,F,1928
II,M,1597
I,M,553
I,M,1088
I,F,974
II,F,1503
II,F,1990
II,M,1768
III,F,2322
II,M,1576
II,M,1054
II,M,1288
II,F,1143
II,M,1046
II,F,1114
I,M,1030
I,F,732
I,F,680
II,M,1054
III,F,2281
II,F,1646
III,M,1801
III,F,2350
I,M,596
II,F,1294
I,F,996
III,F,2905
II,M,1320
III,M,2135
II,F,991
I,F,925
I,F,640
III,M,2509
II,F,1642
III,F,1901
III,M,1921
II,F,1748
III,M,2589
II,F,1144
II,F,1390
II,F,1711
III,M,2711
II,F,1897
I,F,678
I,M,643
II,F,1535
II,M,1114
III,F,2964
III,M,2468
III,M,2157
II,M,1817
III,F,2925
I,F,1015
I,F,937
II,F,1735
III,F,2396
I,F,1010
I,F,575
I,M,657
I,F,1037
I,M,1033
II,M,1732
III,F,2602
I,F,725
III,F,2069
I,M,589
II,M,1950
I,M,1013
II,M,1628
II,M,1348
I,M,1066
I,F,699
II,F,1373
III,M,2762
I,M,641
II,M,1507
I,F,896
II,M,1957
III,M,1957
II,M,1226
II,M,1457
II,M,1911
II,F,1933
II,F,1120
III,M,1843
III,F,2168
II,F,1001
III,M,2576
II,F,1000
III,M,2322
I,F,882
I,F,643
II,F,1293
III,F,2176
III,F,1937
I,F,597
I,M,707
I,M,986
III,F,2022
III,M,2911
II,F,1663
II,F,1657
III,F,2211
I,M,550
I,F,883
I,M,696
I,M,910
II,F,1812
I,F,672
I,M,1072
II,M,903
I,F,637
III,M,2373
I,M,1070
I,F,694
III,M,2466
I,F,694
II,M,1369
III,M,2236
III,F,2622
III,F,2099
III,M,2827
II,M,1007
II,M,1939
I,M,568
I,F,841
II,F,1444
I,F,1074
III,M,2835
II,F,1519
III,M,2693
III,M,2373
I,F,825
II,M,1118
II,F,1330
I,M,843
I,F,724
II,F,1574
I,M,564
II,F,1433
I,F,633
I,M,1045
I,M,709
III,M,2659
II,M,1964
II,F,991
I,F,733
II,F,1019
II,M,1283
II,M,1157
III,F,2429
III,M,2766
I,F,655
II,F,903
II,F,1267
I,F,1002
I,M,836
I,F,1044
I,M,508
I,M,502
III,F,2064
I,F,537
I,F,1051
I,M,718
II,F,1130
III,M,1978
II,M,1148
I,F,714
III,F,2859
II,M,1842
II,F,1125
I,M,596
I,F,925
II,M,1297
II,M,1887
III,M,2122
I,F,813
III,F,1889
I,F,1016
III,M,2642
II,F,1831
I,F,1030
I,F,979
II,F,1851
I,F,894
II,M,1794
II,M,932
III,F,2092
I,F,1067
III,F,1944
I,F,576
III,F,2212
III,M,2732
II,M,1618
III,M,1828
III,F,2279
II,F,1920
I,F,829
II,M,1875
I,M,740
I,F,1036
I,F,508
I,M,741
II,M,1559
III,F,2996
II,M,1513
I,M,768
III,M,2594
II,F,1009
II,M,1039
I,F,786
II,F,1992
I,F,946
II,M,1000
I,M,1071
I,F,688
III,M,1926
III,M,2547
I,M,841
I,F,811
I,F,701
II,M,1469
II,F,1406
I,M,1078
I,M,994
I,F,841
III,M,2161
II,F,1793
II,F,1099
I,F,533
II,F,1352
II,F,1873
I,F,548
II,F,964
III,M,2714
I,M,534
II,F,1271
III,M,2989
I,F,560
II,F,1842
II,M,1297
II,F,1469
I,M,962
II,F,1102
III,M,1914
II,F,1317
I,F,1073
I,F,921
II,F,1340
I,M,867
I,F,1087
I,M,572
I,F,593
I,M,733
I,F,1014
III,F,2901
II,M,994
II,F,1234
I,F,931
I,F,978
III,M,2860
II,M,1513
I,F,700
III,M,2217
II,M,1172
III,M,2471
I,F,614
III,M,1933
I,F,1035
II,F,1906
I,F,1019
II,M,1738
III,M,2367
I,M,577
III,M,1910
I,M,563
II,F,1000
II,M,1690
II,M,1819
II,M,1428
II,F,1385
I,M,1021
III,M,2879
I,F,729
II,M,1298
II,F,1094
III,F,2362
II,M,1225
II,F,954
I,M,590
I,M,522
III,M,2165
II,F,1664
I,M,591
II,M,1995
III,M,2802
I,F,822
I,M,861
I,F,1051
II,M,1081
II,F,1069
II,M,1511
II,M,1436
II,M,1475
I,M,767
III,M,2376
I,M,654
I,F,870
I,F,738
II,M,911
II,F,1211
II,F,1078
I,F,847
II,M,1862
I,F,1091
III,F,2014
I,F,999
III,F,2505
I,M,535
I,F,649
II,F,1001
II,F,1138
I,M,1098
III,F,2605
II,F,1895
II,F,1343
III,M,2303
I,M,915
I,F,587
III,M,2403
I,M,915
II,F,1928
II,F,1684
III,F,2764
I,M,1007
I,M,603
I,M,966
I,M,756
II,M,1646
III,F,2840
II,M,1304
II,M,1407
II,M,1478
III,M,2440
II,F,1438
III,M,1947
III,F,2949
I,F,540
III,M,2697
III,F,2681
II,F,1889
I,M,867
III,M,2015
III,F,2430
III,M,2164
II,M,1046
I,M,1030
III,M,1943
I,M,1051
II,F,1122
I,F,802
I,F,998
II,M,1246
I,M,988
II,M,1565
III,M,2986
II,F,1198
II,F,1229
III,F,2703
I,M,826
I,M,904
III,F,2610
II,F,1897
I,F,818
I,M,891
I,F,889
II,M,1425
II,M,1206
I,M,879
III,F,2765
I,M,967
III,F,1865
II,F,1906
I,F,980
II,F,1457
I,M,825
II,F,1060
I,M,742
III,F,2981
III,M,2507
I,M,719
II,M,1508
II,M,1419
III,F,2313
III,M,1879
III,F,2924
I,M,1075
II,M,1032
I,M,1058
I,M,640
II,F,940
I,F,1025
II,F,1142
II,F,1628
II,M,947
II,M,1139
II,F,1546
II,M,1943
II,M,1972
III,F,2006
I,F,966
I,M,1062
II,F,1680
II,M,1795
I,M,581
II,F,1939
II,F,1852
I,F,826
II,F,1926
I,M,964
I,F,570
II,F,1664
III,M,2193
III,M,2639
II,F,1565
II,M,1096
I,F,523
III,F,2123
II,F,1632
I,F,757
III,M,2230
II,F,1976
II,F,1806
III,M,2765
III,F,2909
III,M,2405
III,M,2027
I,F,998
II,F,1800
II,M,1335
II,M,1456
II,M,1777
III,F,2339
II,F,1917
III,M,2236
I,M,1063
I,M,1084
II,F,1573
II,F,1714
I,F,762
III,M,2736
III,M,2767
II,M,1834
II,F,921
III,M,2292
I,F,1006
II,M,1914
III,F,1819
III,F,2512
III,M,2545
II,M,1604
II,F,938
I,M,931
II,M,1607
I,F,530
III,M,2418
I,M,971
II,M,1785
III,F,2245
I,F,507
III,F,2175
I,M,927
II,F,1086
I,M,550
II,F,1024
I,M,929
III,M,2089
III,F,1885
I,F,748
II,M,1612
II,M,1215
II,F,1463
II,M,935
III,F,2623
III,F,2333
III,M,2240
III,F,2643
I,F,549
II,F,1046
I,F,504
III,F,2675
II,F,1938
I,F,645
I,F,964
I,M,684
I,M,1081
I,F,1000
I,F,1050
II,F,905
II,M,1908
III,M,2153
I,M,526
II,M,1696
II,F,1072
II,M,1849
I,F,882
III,F,2492
I,F,1012
I,F,855
I,F,867
I,F,991
I,M,707
III,M,2176
II,M,1963
III,M,2676
III,M,2767
III,M,2464
I,F,949
II,M,1437
II,M,1858
II,M,1059
I,M,1021
II,F,1137
I,F,934
I,F,775
II,M,1443
I,M,615
II,M,1487
I,F,674
I,M,703
II,F,1491
I,F,1044
II,F,1911
II,F,1977
II,M,1569
I,F,711
II,M,1473
III,M,1878
II,F,1126
III,M,2883
II,M,1789
II,F,1215
I,M,1073
II,F,1119
I,F,768
I,F,753
I,F,674
I,M,667
I,M,877
I,M,936
II,F,1036
II,M,1536
II,M,1666
I,F,501
I,F,761
III,M,1811
I,F,851
II,F,1118
III,M,2451
II,F,1760
II,F,1771
II,M,1622
II,M,1410
I,M,960
II,M,1651
III,F,2911
III,M,2691
I,F,664
III,M,2076
I,F,625
II,F,1680
II,M,1705
II,M,934
II,F,1876
III,M,2648
I,M,933
I,M,654
I,F,1051
II,F,1516
I,F,703
III,M,2855
III,F,2373
I,M,873
II,F,1322
II,M,962
II,M,1354
II,F,938
I,M,1012
II,F,1912
II,F,1707
I,F,720
I,F,901
I,F,691
II,F,907
I,F,981
III,M,2441
I,F,883
I,M,784
I,M,682
I,M,531
I,M,502
II,F,1272
I,M,979
III,M,2613
II,F,1195
III,M,2827
II,F,1246
II,F,1091
II,F,1164
II,M,992
II,M,1587
I,F,561
II,F,1025
III,F,2157
I,M,1082
I,F,849
I,F,1051
III,M,2899
II,M,1733
II,M,1431
I,F,740
III,F,1928
I,M,914
I,F,744
I,F,1084
II,M,1780
I,M,614
I,M,612
III,M,1818
III,F,2743
III,M,1816
II,M,1841
I,F,797
II,F,1160
I,M,1011
I,F,629
III,M,2019
II,F,1038
II,M,1797
II,M,1225
III,M,2964
II,M,1737
I,F,782
III,F,2756
II,M,1841
III,F,1850
I,F,892
III,F,1992
III,M,2367
I,F,569
III,M,2773
I,M,651
III,F,2642
III,F,2460
I,M,1011
I,M,684
I,M,522
II,F,1129
I,M,906
I,F,743
II,F,1793
II,F,1775
III,M,2606
I,F,1076
III,M,2843
I,F,1067
I,M,612
I,M,897
I,M,679
II,M,1181
II,M,1891
III,M,2300
I,F,504
II,M,1820
III,M,1800
I,F,1037
III,F,2827
I,F,914
II,M,1744
I,M,576
I,F,899
III,F,2745
III,M,2960
II,F,1436
I,F,1067
I,F,1066
II,F,1781
II,F,1278
I,F,1027
I,F,693
III,F,2902
I,M,553
I,F,902
I,M,879
II,F,1389
III,F,2221
II,M,960
I,F,752
I,M,554
III,M,1963
I,M,542
II,F,1957
III,M,2838
II,M,1592
I,F,654
III,M,2856
II,F,1002
II,M,1494
I,M,1004
I,M,730
I,M,584
II,F,1614
I,F,835
III,M,2219
I,M,1009
I,M,583
I,M,580
I,F,924
I,F,1054
III,F,2534
I,M,1097
III,M,2579
II,F,945
III,M,1809
I,M,792
I,F,783
II,M,1782
I,F,969
III,F,2525
II,M,1888
I,F,783
I,M,911
I,F,750
III,M,2657
III,F,2014
III,F,2331
I,M,784
III,M,2190
II,M,1996
II,M,1226
I,M,641
I,M,573
I,M,886
I,M,979
III,F,2786
I,F,822
III,F,2501
II,F,1664
I,M,897
I,F,564
II,F,1866
III,F,2882
II,F,1673
II,M,1371
II,M,1756
II,M,1512
I,F,756
III,M,2925
III,F,2565
II,M,1417
II,F,1069
III,F,2208
I,M,1060
I,M,1090
I,M,757
II,M,946
II,F,1926
II,F,1716
II,F,1630
I,M,893
II,M,1435
I,M,572
II,F,1535
III,M,1889
II,F,1412
III,F,2241
I,M,897
I,F,803
I,F,788
III,F,2771
II,F,1255
II,M,1114
I,M,968
II,M,928
I,M,966
II,F,1617
I,M,1042
II,M,1582
I,F,645
I,F,706
II,M,1392
I,M,1063
II,F,1335
I,M,863
I,M,849
III,F,2386
I,F,814
I,M,701
II,M,1101
II,M,1569
III,F,2581
I,M,783
II,M,1474
II,M,1637
III,F,2017
III,F,2613
II,F,1312
I,F,996
I,M,819
III,M,2579
I,M,611
I,M,521
I,F,958
II,F,1374
III,F,2570
II,M,1068
I,F,638
II,F,1608
III,F,2469
I,F,776
III,F,1940
II,F,1850
II,F,1245
I,M,537
I,F,773
I,M,680
II,M,1673
III,F,2434
II,M,985
II,M,907
II,F,903
II,F,1342
II,M,1499
III,M,2261
II,F,1128
II,M,1479
II,F,1776
II,M,1635
II,F,1115
II,F,1217
I,M,899
III,M,2760
I,F,666
II,F,1203
I,M,616
II,M,1166
II,F,1805
I,F,793
I,M,572
I,F,614
III,F,1901
III,F,2824
I,M,684
I,F,768
III,M,2585
II,M,997
I,M,564
I,F,957
III,F,2728
I,M,626
II,M,996
II,M,1963
II,F,1858
I,F,904
II,M,1810
I,F,1045
I,F,583
II,F,1485
I,F,747
II,M,1464
II,F,1172
II,M,1569
II,M,1692
I,F,1008
II,F,1827
II,F,900
II,M,1855
I,F,781
III,M,2055
II,M,1298
III,M,2972
I,M,849
I,F,885
III,M,2057
I,M,652
III,M,2556
II,F,1393
II,M,905
I,F,921
III,F,2798
III,F,2017
III,M,2945
I,F,664
I,M,509
II,F,1436
II,M,1723
II,F,1694
II,M,1519
I,F,603
I,F,847
I,F,995
I,M,836
II,M,1972
I,F,630
I,F,854
II,M,1368
II,F,1531
II,F,1651
III,F,2219
I,M,569
II,M,1404
I,F,834
I,F,524
II,F,1041
II,F,1249
III,F,2602
I,F,744
II,F,1530
II,M,916
I,F,1025
III,M,2420
I,M,807
III,M,2950
I,F,1011
III,F,2738
III,F,2960
I,M,729
I,M,577
III,F,2817
II,M,1894
II,F,936
II,F,1225
III,F,2975
III,M,1902
II,F,1864
I,F,756
II,F,1371
II,F,975
III,F,1932
III,M,1995
II,M,1180
III,M,2306
II,F,961
I,M,517
I,M,1079
III,F,2302
II,M,1949
I,M,595
II,M,1220
III,M,2094
III,M,2807
III,F,2441
III,M,1821
I,M,771
III,F,2578
I,F,814
I,M,944
III,M,2512
II,M,1852
III,M,2859
I,M,742
II,M,1755
II,M,1769
III,F,2257
I,F,818
III,M,2140
III,F,2594
II,F,1195
I,M,858
III,F,2142
I,F,638
I,M,1014
II,M,927
II,M,1161
III,F,2212
I,M,513
III,F,1904
I,M,590
II,F,1085
I,M,593
II,M,1401
I,M,923
I,F,833
II,M,1219
II,F,1155
II,M,1425
I,F,748
I,F,980
III,F,2080
II,M,1830
I,F,527
I,M,996
III,F,2548
III,F,2859
III,F,1882
III,F,2682
II,M,1820
II,M,1722
III,M,2389
II,M,1706
I,M,626
III,M,2331
I,M,1090
II,M,1507
I,F,936
III,M,1906
II,F,1594
II,F,1731
I,M,782
II,F,1585
I,F,554
II,F,1475
II,F,1262
I,M,725
I,F,681
III,F,2872
III,F,2289
II,M,957
II,F,1340
III,M,2870
III,F,2368
I,M,611
I,F,719
II,M,1928
I,M,1027
II,M,1229
III,M,2788
III,M,2220
III,M,2656
I,M,612
I,F,999
II,F,1577
I,M,830
II,M,1132
I,F,1039
I,F,703
I,F,836
I,F,1029
III,M,1911
I,F,868
II,M,948
II,F,1542
II,F,1022
II,M,1909
I,F,772
III,F,2643
I,M,810
I,F,784
I,M,523
I,F,631
III,F,2892
I,F,782
II,M,1202
III,M,2184
I,F,844
II,F,1539
III,M,1908
I,M,843
I,F,784
II,F,1332
II,F,1499
I,M,561
I,F,981
I,F,1096
I,M,828
I,M,974
I,F,543
I,F,670
I,M,1079
I,M,849
I,F,1072
I,F,904
III,M,1952
III,M,1899
III,F,2546
III,M,1984
II,F,1385
I,M,632
II,F,1054
I,F,1039
III,M,2507
II,F,1138
I,M,721
III,M,1888
III,M,2275
II,F,1390
I,F,632
I,M,671
I,M,892
II,F,1894
II,F,1474
II,M,1095
II,F,1955
III,M,2883
II,M,1261
III,F,2020
III,F,2923
I,F,630
III,M,1851
III,M,2659
I,F,627
III,M,1923
III,F,2483
II,F,1843
I,F,744
II,M,1414
I,M,1090
II,F,1255
III,F,2539
I,F,815
II,M,1779
III,F,2259
I,M,934
II,F,998
III,F,2934
II,M,1677
I,F,834
I,M,791
II,F,1407
I,M,923
II,M,1549
II,F,1176
II,F,1879
III,M,1956
II,F,1914
III,M,2721
III,M,1930
I,F,643
III,F,2371
II,M,1761
II,M,1705
III,F,2795
II,F,1539
III,F,2463
III,F,2617
III,F,2676
III,M,2068
I,F,610
III,F,2591
II,M,1784
II,F,1076
II,M,974
III,M,2019
I,M,782
III,F,1985
I,M,886
I,F,871
I,M,1021
II,M,1173
II,F,1664
I,F,951
II,F,1110
III,F,2276
III,M,1941
I,F,633
I,F,912
II,M,1384
II,M,1595
II,M,1943
I,F,878
II,M,1735
II,M,1165
I,F,778
III,M,2314
II,M,1985
III,F,1860
II,M,1411
I,F,587
III,M,1983
I,M,910
I,M,880
I,M,699
II,F,1770
II,F,1721
I,M,987
III,F,2011
III,F,2481
II,F,1421
II,M,913
III,M,2703
I,F,587
I,M,1083
II,M,1413
III,F,1928
I,F,1024
I,F,809
I,M,624
III,M,2450
I,F,931
I,F,1029
II,M,1998
II,F,1857
III,F,2221
II,M,1181
I,M,700
III,F,2031
I,F,1039
I,M,730
II,M,1107
I,M,924
II,M,1219
I,M,970
I,F,686
II,M,1293
III,M,1837
II,F,1449
I,F,992
I,F,705
III,M,2306
II,F,1002
III,M,2641
I,F,1089
II,M,1781
I,F,806
I,M,652
I,F,1098
I,F,752
III,F,2260
I,F,700
I,M,520
I,F,539
III,M,2714
III,M,1938
I,F,842
III,F,2323
II,M,1727
II,F,1210
II,F,1798
III,M,1979
III,M,1915
I,M,803
II,M,992
I,M,1011
II,F,1571
III,M,2926
II,F,1312
II,M,1317
III,M,1816
II,M,1741
III,M,2012
II,M,976
I,F,640
III,M,2357
II,M,1845
III,F,2975
III,M,1865
I,F,780
I,M,858
III,M,2450
I,F,882
I,F,785
II,M,1291
I,M,543
III,F,2512
III,F,2956
III,F,2759
II,M,1501
I,F,671
II,F,1655
III,F,2798
II,F,1397
II,M,1502
III,F,2112
I,F,863
I,M,640
III,F,2969
III,F,2744
II,F,1596
III,F,2369
III,F,2676
III,F,2452
I,F,681
II,M,1394
III,M,2372
III,F,1955
II,M,1601
II,F,1234
I,F,981
III,F,2235
I,F,881
II,F,1121
II,F,1626
II,F,1461
I,F,1080
I,F,996
III,F,1924
III,M,2585
II,M,1911
I,M,643
I,F,1045
II,M,1373
I,F,627
II,M,1249
III,F,2331
III,F,1871
I,M,733
III,F,2361
I,F,533
I,F,538
III,F,2110
I,F,847
III,F,2258
II,F,1804
II,F,1747
I,M,534
I,M,1021
I,F,1052
II,M,975
I,M,548
I,F,783
I,M,678
II,M,1974
I,F,781
I,M,512
II,M,1593
I,M,761
II,M,1091
III,M,2561
II,F,1891
III,F,2847
II,M,1621
I,M,730
II,F,1580
I,M,523
I,F,566
I,M,1049
II,F,1398
I,F,625
I,M,519
III,M,2323
I,F,984
II,F,1536
I,F,628
III,M,1831
I,M,912
I,M,730
I,F,886
I,F,888
II,F,1052
II,M,1039
III,F,2514
II,M,1851
II,F,1179
II,M,1810
II,M,1631
III,F,2138
I,F,545
I,M,680
I,M,926
II,F,1132
I,M,679
I,M,711
I,M,726
III,F,1825
III,F,2934
II,F,1604
I,M,788
I,F,1049
II,F,1161
II,M,1280
II,M,1403
I,F,833
II,M,1386
II,F,1899
I,F,768
I,M,800
II,F,1160
II,F,1028
II,F,1089
III,M,2968
I,F,971
II,F,1069
II,F,1068
II,F,1784
III,F,2101
I,F,1054
I,F,598
II,F,983
II,M,1532
II,F,1742
II,F,1503
II,F,1766
II,M,911
II,M,1051
I,F,907
II,F,1083
II,F,1051
II,M,1590
I,F,919
III,M,2552
II,F,1434
III,F,1805
I,M,1046
I,M,731
I,F,598
III,M,2171
I,M,570
I,M,1087
III,F,2174
III,M,2424
II,M,1005
III,M,1977
I,M,983
I,M,708
I,M,637
I,M,736
I,F,515
II,M,1715
I,M,937
I,M,1073
III,M,2993
I,F,725
I,F,618
I,F,1002
I,F,507
III,F,2914
I,F,630
II,F,1934
I,F,628
III,F,2662
I,F,501
II,M,1851
III,F,2239
II,M,1916
III,M,2837
I,M,670
I,F,815
