altura,granos
962,193
837,168
929,186
861,170
966,194
810,162
864,173
926,185
864,172
870,173
858,171
823,164
859,169
894,176
858,169
942,190
858,171
881,178
983,196
820,164
844,167
946,188
817,163
922,186
872,173
913,184
922,185
968,194
986,195
895,180
802,158
978,193
808,163
881,174
843,169
811,162
866,174
951,189
981,195
975,194
811,164
879,177
852,170
877,173
923,182
866,173
863,173
848,168
989,197
859,173
834,168
835,165
973,196
823,165
884,174
942,186
842,170
844,166
863,173
985,197
912,182
808,162
925,185
828,165
881,178
848,171
922,184
827,167
986,199
804,159
882,176
886,175
975,196
970,196
946,187
930,188
917,183
958,192
801,159
968,193
823,163
957,190
840,168
946,191
986,195
968,191
954,190
949,189
804,158
977,193
974,196
897,179
854,169
946,187
883,177
986,195
864,174
800,158
902,180
885,179
923,184
887,178
911,184
977,196
816,162
849,171
933,184
831,168
911,180
911,180
819,161
955,189
829,166
992,199
975,194
921,186
963,194
905,181
893,176
1000,199
942,187
850,168
980,196
838,166
848,169
841,167
957,190
900,181
903,180
805,160
934,185
985,195
875,174
886,177
868,173
864,171
877,173
954,188
804,159
855,169
986,198
871,173
821,163
995,200
806,161
905,179
883,174
866,174
943,186
966,194
821,164
928,187
865,172
989,198
840,168
912,182
980,198
802,159
955,189
865,175
905,182
835,169
851,169
845,171
924,182
991,196
956,192
890,177
834,165
812,161
976,197
858,171
875,174
987,197
984,194
893,176
909,179
987,196
865,173
850,170
932,184
947,190
978,194
899,178
998,197
984,196
899,179
878,174
955,189
829,167
854,172
830,165
892,178
918,183
886,178
850,172
966,194
880,178
984,195
993,197
816,162
865,172
965,191
883,176
863,171
852,169
905,180
810,162
923,186
953,192
926,186
969,191
962,190
814,163
847,169
807,162
816,161
836,165
882,177
878,177
922,185
987,195
885,178
864,173
998,198
940,187
834,166
836,167
893,180
952,192
805,161
833,166
970,194
925,186
925,185
815,161
928,186
807,159
827,164
848,170
993,199
876,175
858,171
863,173
994,200
870,175
934,184
925,187
938,185
952,192
963,194
818,165
938,185
822,162
864,170
864,171
921,186
902,178
874,176
942,190
827,164
810,163
829,164
969,191
868,173
896,181
821,164
890,179
937,188
880,176
891,178
890,178
999,197
960,190
992,200
887,177
882,178
955,191
982,195
800,162
859,173
973,192
856,171
800,162
891,178
844,168
982,195
918,181
825,163
818,161
831,164
893,179
804,160
999,197
954,188
878,174
979,194
934,186
859,170
847,169
890,178
986,199
846,169
884,174
977,195
967,191
979,195
928,184
974,194
909,179
848,171
810,164
946,187
875,176
979,193
802,162
868,171
837,169
837,165
918,181
894,176
871,176
899,180
954,188
900,181
981,197
977,194
836,165
974,195
867,175
968,191
934,186
816,164
972,195
810,162
981,196
802,162
899,177
841,169
875,176
971,193
880,174
827,164
959,191
869,172
902,178
851,171
807,162
976,193
835,167
923,186
821,164
925,184
811,161
1000,202
917,182
818,161
980,196
832,165
836,166
896,180
855,173
921,185
966,191
919,184
915,184
884,174
923,186
913,184
921,186
858,172
933,187
837,167
885,178
824,165
924,185
895,178
961,193
950,192
988,197
811,160
945,187
960,191
965,194
986,199
813,162
802,161
944,190
922,182
855,171
899,179
969,194
969,192
909,182
926,186
827,163
967,192
866,172
808,162
879,176
880,175
940,189
908,182
996,200
953,188
813,160
974,194
960,194
822,164
856,172
816,161
931,186
978,193
812,162
885,176
820,162
912,182
975,194
995,201
862,172
910,183
845,168
940,189
837,167
865,174
853,170
846,168
831,164
942,187
849,169
874,172
931,184
843,168
834,164
862,170
860,173
924,184
894,177
917,185
845,169
975,194
988,198
806,163
925,186
860,173
948,191
885,176
813,162
863,174
872,174
993,198
907,180
960,192
943,188
904,179
846,171
816,165
944,188
880,177
924,186
935,186
905,182
883,177
811,164
980,194
929,186
825,166
898,177
840,167
994,200
924,182
884,176
831,166
882,178
896,178
887,176
839,165
898,179
880,177
984,197
918,182
961,190
911,181
916,184
900,182
932,185
974,195
910,183
976,197
929,187
896,178
936,189
886,177
989,197
961,193
893,179
832,164
923,185
826,163
971,194
979,196
986,198
863,172
952,191
925,185
989,195
937,187
942,189
967,191
863,172
864,173
894,178
928,183
828,167
978,194
967,193
846,167
874,172
862,173
841,168
835,166
968,191
804,159
896,179
986,199
916,184
812,160
821,162
887,175
868,175
961,194
999,199
966,194
951,192
830,165
999,197
972,194
918,183
958,191
857,172
878,173
972,196
884,177
993,198
817,165
899,180
804,159
877,173
886,177
837,165
962,191
965,195
887,178
994,199
992,197
981,194
912,182
957,193
837,165
802,158
997,201
999,200
983,198
982,195
980,196
843,166
813,162
996,200
867,173
929,184
922,184
921,182
971,196
801,162
879,175
830,167
937,185
984,195
899,181
945,189
805,161
885,178
941,186
999,200
937,188
929,184
997,198
921,182
931,188
888,178
886,176
944,188
856,173
801,162
946,191
864,170
812,163
993,196
823,163
937,185
919,185
875,175
926,183
872,173
815,163
948,188
966,192
915,185
861,172
882,177
833,164
941,187
876,173
906,183
995,199
975,193
865,171
953,189
840,170
859,172
839,169
883,174
873,174
834,166
934,186
954,191
894,180
853,172
974,193
867,172
862,173
886,177
937,186
989,199
860,171
883,175
833,167
849,170
971,193
830,166
841,169
837,168
859,170
953,189
886,175
900,180
936,188
814,163
848,170
811,161
806,163
856,171
960,190
862,174
837,166
990,199
840,170
892,180
806,161
992,200
847,171
882,177
945,188
880,174
974,196
923,182
910,184
988,196
810,162
856,173
821,163
992,199
906,179
839,167
979,194
878,173
819,161
910,182
953,189
955,192
812,164
989,199
868,172
841,167
986,196
885,176
849,167
932,186
960,190
844,167
984,198
968,195
904,182
855,171
978,197
874,175
911,183
844,168
907,182
967,193
868,171
953,188
974,196
862,173
813,164
973,192
855,171
968,193
993,196
809,161
1000,198
819,161
952,189
917,185
971,196
824,163
874,174
801,162
975,193
929,187
923,184
905,181
896,180
991,197
950,190
921,185
875,177
942,190
898,180
967,193
939,188
872,175
888,179
928,187
905,183
813,164
850,170
823,164
985,199
817,162
833,166
930,185
845,167
947,189
895,177
842,169
956,189
948,191
992,200
946,188
885,178
983,194
935,186
965,193
868,171
905,179
843,170
883,176
937,189
928,187
841,169
949,191
998,198
813,163
973,192
996,199
844,166
837,168
882,178
932,185
910,184
813,163
916,184
952,190
974,195
961,192
912,180
943,189
945,191
994,196
912,182
882,177
914,182
866,173
950,191
886,179
826,167
963,192
845,167
829,163
869,172
944,188
944,186
929,187
889,175
984,195
973,193
869,172
960,194
907,183
857,173
891,176
886,178
824,162
841,170
833,168
931,184
998,200
983,194
890,178
964,192
939,186
856,173
802,160
973,192
807,161
896,177
934,185
886,178
834,164
827,167
987,195
855,170
919,181
889,178
816,162
985,197
944,186
855,173
881,177
995,198
992,197
957,192
904,178
800,160
944,186
969,192
998,197
922,185
981,194
906,179
866,175
827,163
960,194
989,198
970,195
906,182
828,167
957,189
848,167
998,198
886,175
933,185
830,166
884,176
1000,201
884,176
832,168
821,165
951,191
920,183
951,192
949,189
913,183
994,196
984,197
937,189
885,179
999,199
963,192
859,169
943,187
869,173
829,163
865,174
890,177
964,192
818,162
906,179
934,185
890,179
978,193
832,166
888,177
881,176
842,169
916,181
800,159
948,187
899,178
965,194
942,190
874,174
813,163
820,164
864,173
866,171
802,162
994,198
823,163
807,161
828,165
859,170
802,162
856,172
826,165
900,178
926,185
920,182
900,178
970,194
943,188
808,163
849,171
931,186
992,197
923,182
924,184
912,184
898,180
847,170
879,175
905,181
960,194
946,187
883,176
986,198
967,191
857,172
804,158
948,189
888,179
927,187
808,160
995,199
986,196
914,183
960,192
879,175
979,195
921,183
874,172
813,162
982,194
803,160
804,161
888,175
944,186
852,170
849,169
904,182
990,198
885,179
869,171
814,163
836,168
861,170
981,196
836,165
883,177
988,197
947,190
974,192
908,179
875,176
816,163
886,179
904,181
864,170
801,160
952,188
884,176
856,173
962,194
827,167
816,163
821,166
872,174
1000,200
951,191
860,170
979,194
914,181
882,175
943,188
935,186
953,190
926,185
858,169
901,178
866,171
882,174
811,161
909,179
811,163
801,159
943,187
897,181
954,190
878,174
867,171
859,169
800,159
858,172
981,194
838,165
891,179
843,166
992,198
894,176
951,192
806,161
844,168
811,164
934,184
950,189
965,192
904,178
918,181
881,174
960,193
834,164
804,162
945,189
874,174
944,190
978,195
825,164
822,162
911,182
914,182
909,182
835,168
892,178
816,161
999,201
915,183
980,198
829,164
922,184
800,159
908,179
960,192
851,172
963,190
802,160
945,187
828,167
898,180
806,159
954,191
886,177
890,180
841,169
802,158
931,187
809,161
978,197
838,168
860,172
892,179
868,173
930,184
905,179
900,180
873,175
931,186
845,170
882,176
859,172
928,187
865,174
916,185
971,196
967,193
994,197
844,169
814,162
988,196
970,194
883,175
963,192
900,182
936,188
849,167
971,196
867,173
991,199
892,176
969,193
921,185
960,193
947,187
914,184
803,158
958,193
918,185
806,159
897,180
984,196
810,161
993,200
888,179
975,196
867,171
837,169
880,178
979,195
847,171
832,165
889,175
833,168
887,178
926,185
800,162
970,192
929,187
830,165
950,192
825,165
835,167
902,181
884,178
942,187
980,195
958,189
830,165
863,172
840,167
990,200
811,162
899,177
874,176
836,166
842,168
828,165
968,192
890,177
862,171
908,181
960,193
914,182
836,168
946,189
999,198
870,176
955,190
848,171
982,198
810,162
876,175
998,198
846,170
848,171
933,186
829,165
817,162
964,191
891,178
897,181
927,185
933,185
903,182
887,176
887,176
935,185
811,163
917,183
894,180
913,181
877,174
803,158
965,192
809,161
994,200
991,198
962,192
831,166
824,165
987,196
947,188
957,190
939,186
898,180
926,184
862,173
885,177
950,189
1000,200
879,174
803,158
842,170
803,161
922,186
953,190
802,162
950,190
911,182
813,160
931,188
906,181
920,184
875,175
827,167
842,170
809,161
981,194
964,190
965,191
997,201
982,196
834,167
811,164
885,177
927,186
951,191
816,162
939,187
887,175
869,172
911,183
818,162
920,183
857,173
982,194
831,166
979,197
871,174
946,187
920,184
830,164
897,178
932,188
836,166
842,170
953,192
828,167
864,172
993,197
972,194
882,174
846,170
923,184
806,159
836,169
961,190
811,160
883,175
808,163
811,164
984,194
996,198
967,193
902,179
974,192
807,161
819,165
992,200
965,193
942,186
880,174
940,187
809,161
967,193
885,178
819,162
885,177
880,176
924,182
932,186
976,197
880,176
959,193
941,188
912,183
863,171
823,163
913,183
885,178
829,165
986,199
810,162
932,187
812,164
841,168
933,188
977,193
833,167
934,187
905,179
835,168
995,197
880,176
921,186
933,184
851,169
845,167
843,169
977,196
802,160
848,167
996,199
845,167
812,162
951,192
964,190
894,176
940,189
836,169
910,184
944,190
899,179
930,184
958,191
867,174
979,195
951,190
938,187
968,192
981,198
866,174
808,161
891,176
892,180
839,168
981,196
920,182
910,184
884,178
920,186
945,188
828,166
848,171
919,182
965,194
901,179
914,180
808,161
842,169
831,165
970,194
881,174
924,183
986,199
871,174
927,187
821,162
869,174
989,196
944,190
814,162
868,174
997,201
889,179
881,177
992,199
907,179
849,167
993,196
886,175
940,190
983,197
919,184
848,168
958,190
955,189
864,173
887,178
840,170
924,182
968,191
918,184
969,192
884,175
986,197
829,163
888,176
841,166
891,180
970,196
904,179
817,165
852,168
819,162
904,182
951,190
938,188
994,198
841,168
970,196
886,179
895,177
945,187
809,159
813,161
851,170
900,181
903,179
813,164
968,192
951,188
898,179
967,194
951,190
898,177
931,186
851,172
929,183
958,191
927,183
848,170
915,181
936,189
948,187
992,197
