altura,granos
448,89
395,78
422,83
442,86
414,84
431,88
392,78
405,81
398,78
375,74
456,92
387,78
445,87
397,80
442,89
482,95
433,84
453,89
407,80
462,90
416,82
420,86
440,87
424,84
466,93
461,94
479,96
431,85
424,82
429,84
472,95
441,86
464,90
406,83
482,96
471,93
397,79
432,84
463,90
391,78
476,97
482,98
457,91
415,85
408,79
418,81
393,76
403,78
383,76
477,95
479,93
411,82
416,85
406,82
471,93
398,81
472,94
475,97
410,82
470,92
447,91
412,80
380,78
380,77
441,87
412,81
422,85
438,85
443,88
389,75
409,81
380,75
473,93
469,94
396,81
394,77
433,86
385,78
406,83
465,92
419,84
429,87
389,79
466,95
388,76
391,79
392,76
403,82
462,91
468,95
422,85
455,93
385,78
388,77
445,91
408,81
439,88
397,80
433,86
461,90
381,76
457,89
406,80
465,91
476,96
395,81
442,89
481,98
476,97
411,82
398,79
462,91
404,78
415,81
400,78
441,89
399,80
395,81
416,81
403,80
428,83
399,81
387,77
410,83
424,82
456,91
442,87
414,80
377,75
471,94
452,89
461,91
463,92
471,92
380,75
383,75
470,94
378,75
388,77
419,85
460,90
430,84
455,92
421,83
454,91
437,87
410,83
413,80
392,79
463,92
446,89
418,83
431,88
393,77
383,77
471,94
475,96
464,90
404,82
463,90
378,74
437,89
452,90
463,93
461,91
451,91
408,81
474,95
447,91
417,83
462,93
406,79
420,82
410,84
453,92
414,84
385,76
464,91
415,82
437,86
423,83
377,73
432,86
467,92
453,89
422,86
381,74
422,86
393,77
404,82
418,85
457,90
383,76
481,97
447,90
382,77
404,81
386,77
382,75
407,80
431,88
462,94
451,92
375,77
470,94
392,79
456,89
392,80
470,92
425,83
479,95
402,80
385,78
472,96
425,83
445,87
384,78
437,85
413,84
441,90
439,87
404,78
447,88
471,92
439,87
471,92
409,83
481,97
476,97
470,96
454,88
414,80
422,83
397,81
455,93
378,76
464,94
434,88
396,81
482,96
394,79
447,91
390,77
446,91
414,81
438,85
451,90
452,91
465,91
422,83
417,84
478,97
471,95
419,85
395,77
468,91
475,94
479,96
431,85
454,88
407,79
402,81
440,87
384,74
480,96
382,76
388,77
464,94
449,89
478,93
415,81
445,90
389,76
465,95
431,85
436,87
444,86
403,79
402,82
386,76
462,91
477,94
460,93
410,81
461,92
381,75
413,80
470,94
430,86
459,92
379,75
378,77
401,81
428,85
426,83
405,80
395,77
456,93
471,94
465,92
376,77
465,93
378,74
455,90
463,90
411,83
455,93
438,85
455,91
434,88
393,77
441,88
385,79
381,74
423,86
440,89
387,78
380,76
477,97
439,85
406,79
397,81
430,86
381,75
465,91
478,97
436,88
446,88
468,93
389,75
451,89
469,93
392,76
469,95
384,74
397,78
401,78
418,83
376,73
465,95
406,82
384,77
389,79
432,86
466,92
379,77
383,75
446,91
481,96
437,85
431,87
391,77
421,82
471,94
451,89
464,92
422,84
403,82
450,89
413,82
383,74
428,84
479,95
444,90
395,81
434,88
439,88
375,73
447,88
407,82
378,74
464,92
424,83
415,83
397,81
451,92
424,86
480,95
464,94
431,85
418,83
410,83
477,97
440,86
394,78
386,78
379,73
442,88
380,77
460,93
449,88
429,85
468,92
443,86
384,75
441,87
480,97
471,92
480,97
392,77
391,79
463,93
389,77
435,88
477,95
464,91
468,92
464,92
467,91
425,86
404,78
467,92
481,98
476,94
406,79
426,83
385,77
461,93
411,83
460,90
466,95
416,85
482,98
399,81
400,79
400,82
382,75
382,75
444,89
430,87
426,87
476,95
414,80
473,93
442,88
480,96
390,79
395,77
408,81
480,96
396,79
448,88
435,88
445,90
376,73
436,85
472,96
445,87
426,83
472,93
462,91
455,92
380,75
405,81
447,91
458,91
419,85
427,84
412,80
422,83
394,76
470,96
471,92
412,84
443,86
443,90
424,82
433,86
441,89
379,74
478,93
419,82
445,87
433,88
472,95
392,78
447,90
471,95
460,92
422,82
482,97
474,95
413,84
400,78
377,77
418,84
428,86
473,95
410,81
478,93
463,94
470,93
414,80
470,95
435,89
468,95
399,80
412,84
382,76
392,78
464,94
452,88
406,80
441,86
437,88
407,81
401,81
389,79
439,86
392,76
394,77
482,97
447,89
447,90
376,75
469,91
433,86
456,91
415,85
447,87
411,83
453,92
396,78
382,78
468,91
433,85
436,87
422,82
475,95
390,77
435,86
411,80
380,76
412,83
466,95
440,90
467,95
398,77
394,77
399,81
442,90
451,90
416,81
468,92
375,74
420,86
456,90
468,95
422,83
393,80
380,76
395,78
402,80
455,92
434,85
411,80
449,89
384,77
400,78
449,90
465,93
430,87
377,77
427,85
443,89
396,78
429,87
423,83
430,88
438,87
397,80
455,90
463,92
428,87
471,94
467,93
424,84
391,80
424,84
379,75
421,82
403,79
477,97
474,94
432,84
426,83
388,75
475,96
461,94
401,79
464,91
419,83
421,85
408,80
395,79
446,88
418,82
407,83
381,76
383,78
437,89
481,96
387,78
435,85
456,93
386,75
455,91
395,77
381,78
389,76
397,80
386,79
390,80
447,87
416,81
378,73
462,93
453,91
421,84
444,87
375,73
452,90
432,84
407,81
462,91
475,93
412,80
415,82
418,81
401,82
477,96
410,83
397,78
456,92
449,87
407,83
378,75
465,95
385,78
458,92
419,85
451,91
456,91
394,76
432,87
428,84
480,98
385,77
439,85
462,94
433,86
438,85
387,75
376,77
449,91
474,96
409,83
451,90
420,85
458,92
467,95
409,79
413,84
400,79
379,73
458,90
448,89
468,95
378,77
390,80
384,77
471,96
461,93
419,82
405,79
433,87
416,83
375,77
403,82
482,97
409,82
473,93
445,91
409,79
412,81
422,85
403,80
479,96
409,80
445,88
413,82
376,73
414,83
461,92
422,83
436,88
464,94
421,85
477,97
378,76
476,95
403,79
476,96
377,76
446,90
397,80
421,83
442,90
397,79
445,87
446,91
384,77
430,88
450,88
475,94
389,76
477,96
417,85
436,87
452,92
400,81
414,81
460,90
471,94
412,84
439,89
472,93
442,88
403,78
469,91
480,94
429,83
379,73
389,76
405,81
474,93
400,79
386,75
432,87
410,84
406,80
401,82
441,86
442,86
410,80
394,78
434,85
444,86
387,78
470,96
398,78
458,89
469,91
396,80
470,93
457,92
458,90
377,74
457,90
407,81
390,78
432,85
426,87
377,74
399,79
433,85
460,94
378,75
430,87
475,94
388,76
425,85
378,76
420,85
481,95
424,84
404,78
469,91
379,74
440,87
385,76
411,83
417,84
380,76
475,94
454,92
427,86
442,89
389,76
480,95
419,81
411,83
450,88
464,94
418,82
469,91
454,88
433,88
376,76
379,74
417,83
420,84
450,92
438,85
433,88
414,81
453,89
470,93
397,81
388,79
462,91
376,75
445,88
438,85
405,82
481,95
469,95
420,83
428,84
434,85
440,87
395,80
467,95
474,93
397,77
397,77
386,79
438,88
400,79
382,75
424,85
458,89
388,76
428,84
453,88
478,94
421,84
461,93
463,92
470,95
435,89
456,91
376,73
417,82
446,91
393,77
462,94
381,78
473,95
433,86
428,87
409,81
433,84
470,96
407,82
421,86
471,92
412,83
459,90
465,95
377,76
472,92
479,97
405,80
481,97
466,91
469,93
463,93
478,97
391,80
416,82
430,84
467,95
478,95
436,89
418,82
482,94
467,94
442,90
427,87
412,84
418,82
443,87
405,80
392,77
439,85
474,96
428,84
481,96
450,89
393,79
450,92
441,88
455,93
404,82
396,77
394,78
454,90
433,88
475,97
410,84
380,74
389,79
436,89
419,84
414,82
432,87
443,86
453,91
420,82
406,82
397,80
385,76
455,90
455,90
431,85
433,85
401,82
468,92
407,80
390,77
397,81
430,86
384,76
425,85
451,92
475,95
413,82
381,74
380,74
441,90
407,82
403,82
382,75
376,74
429,84
411,81
426,84
439,87
453,89
424,83
450,88
462,91
391,77
433,87
420,82
455,91
401,79
458,91
428,86
440,86
388,76
377,76
406,79
452,89
419,83
375,75
472,94
407,82
441,87
429,86
442,86
422,86
398,77
467,95
441,88
387,79
440,86
463,92
399,78
482,94
443,90
375,77
462,93
407,83
448,91
430,87
416,81
403,78
416,81
425,85
411,82
419,85
389,76
393,76
391,76
460,94
438,86
473,96
413,80
375,76
375,73
444,89
460,91
388,79
428,83
445,89
399,78
467,91
421,85
433,85
472,94
426,83
403,80
407,82
454,91
375,77
409,83
443,87
462,90
427,83
430,85
421,85
478,96
393,78
420,83
387,78
395,80
437,85
397,77
443,87
395,80
423,83
383,77
455,92
395,79
376,76
376,74
478,96
480,95
414,82
421,86
425,85
402,81
448,89
403,81
429,85
383,74
427,85
458,93
470,96
434,86
412,81
375,75
442,89
457,92
420,82
406,80
455,89
463,94
446,91
481,95
391,80
482,96
454,88
427,83
421,84
464,93
421,85
425,86
425,83
400,80
390,78
474,93
463,91
465,91
450,89
384,75
421,86
385,79
387,76
388,77
413,83
466,95
465,95
414,84
420,82
462,91
442,89
465,92
475,95
421,84
438,86
425,85
376,77
428,84
449,87
468,93
379,75
416,83
452,91
412,82
380,77
441,87
482,98
396,81
410,84
448,91
469,94
413,82
393,80
478,96
461,94
409,82
412,83
400,82
451,88
473,92
482,96
409,81
452,89
450,91
415,82
443,87
404,80
481,98
439,87
425,84
403,82
474,93
417,81
461,92
426,86
404,81
469,94
392,77
394,77
376,73
449,89
388,78
471,95
419,84
482,98
407,83
475,96
475,97
444,88
454,89
405,80
446,91
381,76
434,87
470,93
389,79
452,91
460,91
454,90
466,95
441,90
468,95
389,79
461,93
444,89
379,73
381,75
421,85
452,91
468,95
465,93
396,80
411,83
478,97
381,76
389,76
431,84
376,74
444,86
384,74
382,76
405,81
442,89
422,86
465,91
471,95
441,88
405,83
474,95
452,88
481,94
459,89
473,94
400,81
429,83
450,90
427,85
395,77
413,82
416,83
432,87
414,83
440,90
440,89
420,82
461,91
473,96
380,78
384,77
399,78
405,81
456,91
409,80
420,85
476,96
407,83
401,81
397,79
477,93
455,90
471,96
451,89
404,80
446,88
426,84
415,84
403,81
452,92
439,88
454,90
455,90
382,75
408,80
470,92
437,85
403,80
380,76
447,91
378,77
440,90
415,83
441,88
384,77
395,77
477,93
401,80
389,75
388,78
415,83
418,81
381,78
412,82
408,81
459,90
430,88
423,83
449,88
399,77
404,82
477,95
404,82
392,76
419,84
382,75
394,78
426,86
424,83
463,92
458,89
478,96
381,76
461,93
414,82
477,97
397,79
446,88
454,88
435,86
457,93
436,89
395,80
406,82
376,73
397,77
457,92
392,78
477,94
413,84
470,94
381,78
378,74
466,95
417,81
452,92
461,94
387,79
447,91
426,83
475,97
394,78
408,79
421,86
384,75
479,96
420,82
463,91
476,95
426,85
396,79
412,84
388,79
388,79
426,86
447,89
463,93
376,77
388,75
380,74
388,76
413,83
384,78
462,90
425,85
466,95
438,88
430,84
419,82
466,92
414,81
401,81
415,83
423,85
437,85
449,91
394,80
468,94
455,90
450,89
389,75
391,78
420,83
419,82
445,88
438,88
381,75
448,88
448,87
436,85
390,77
439,88
382,76
465,92
379,74
463,94
381,76
397,77
443,89
462,92
459,92
464,90
452,90
385,78
455,93
383,75
470,96
457,90
395,80
376,73
477,97
400,81
480,94
478,97
383,75
413,83
433,85
441,86
403,80
415,83
440,90
439,89
410,82
393,80
456,90
437,89
427,85
445,91
396,80
388,79
394,80
437,88
454,92
463,91
384,74
430,87
455,92
409,79
422,85
479,93
467,93
401,81
377,74
454,91
478,95
439,87
457,90
453,91
443,86
450,88
440,90
434,87
384,76
458,89
378,75
464,94
456,90
475,97
449,91
408,82
457,90
380,74
445,90
408,79
471,95
406,83
390,78
445,90
399,77
467,94
387,79
381,77
383,77
433,87
422,84
481,96
382,76
398,77
430,85
427,84
432,87
398,78
458,91
469,93
402,78
377,77
467,94
384,74
397,81
406,79
395,77
442,88
481,96
416,85
419,81
386,75
424,85
392,78
419,82
378,74
467,91
455,93
417,81
437,86
433,85
388,79
435,85
403,79
407,80
442,89
443,90
447,90
376,76
469,95
465,91
399,81
380,76
383,78
400,81
475,96
377,76
458,91
463,91
470,95
432,86
399,81
398,81
474,96
392,78
465,95
384,76
429,86
380,78
437,89
442,88
426,85
426,84
457,91
405,83
440,89
411,84
460,90
455,91
410,81
440,86
413,80
447,91
398,77
468,94
401,78
410,83
375,74
404,81
394,78
482,96
457,89
468,93
436,86
469,91
395,80
436,86
424,84
393,77
424,85
383,76
471,94
431,86
482,95
456,93
412,82
474,96
413,83
436,86
433,87
382,75
452,92
431,88
390,76
450,88
390,76
401,82
425,87
383,77
392,77
478,94
397,79
401,78
423,82
467,95
440,90
392,77
440,89
436,89
421,83
454,91
