altura,granos
167,33
132,27
166,32
132,25
166,31
158,29
173,35
195,40
173,32
118,21
106,22
114,22
102,18
127,27
157,29
164,33
104,22
124,24
159,30
102,18
103,20
197,38
145,28
169,34
115,22
144,28
160,34
166,32
160,31
123,22
106,22
195,38
114,21
166,34
151,28
157,31
132,24
199,41
103,20
107,23
112,24
102,20
162,34
182,36
181,35
124,23
180,37
116,25
116,21
130,28
156,30
197,39
113,24
118,25
152,29
107,19
187,35
158,30
114,21
132,24
166,34
168,35
134,27
156,29
146,29
191,37
177,37
142,29
131,28
111,21
124,26
123,24
194,38
148,30
199,40
116,22
196,38
129,25
188,36
100,21
178,37
161,30
180,38
121,23
152,29
174,33
154,30
167,34
125,24
161,34
165,33
147,29
189,37
159,32
104,21
149,28
126,25
121,23
129,27
168,35
189,39
198,37
192,37
125,25
127,24
131,25
104,20
168,32
176,35
161,34
160,30
101,21
187,36
200,42
200,38
166,35
100,19
184,34
124,24
144,28
179,37
120,26
126,27
150,29
147,30
157,30
135,27
155,31
165,33
158,29
134,24
111,22
103,21
169,34
154,30
132,24
171,34
118,23
107,22
124,23
129,27
191,39
186,36
132,25
128,24
125,26
194,38
128,26
117,25
118,21
175,36
139,26
161,34
116,21
151,28
194,39
123,23
118,25
141,29
110,23
157,33
125,23
145,30
188,38
114,21
130,25
110,22
144,30
122,23
112,20
120,26
172,36
170,36
136,27
185,38
194,37
120,24
166,34
143,26
186,39
116,22
198,41
142,29
121,24
158,33
188,36
180,37
112,21
194,37
100,19
160,34
176,37
141,30
121,22
153,30
127,27
186,37
194,39
107,23
120,23
134,27
110,22
107,23
166,31
155,30
179,34
154,31
155,30
193,40
167,33
161,33
171,33
166,32
109,21
185,36
115,21
154,32
113,21
124,24
113,24
190,37
195,38
115,21
132,27
186,39
112,21
128,25
173,33
122,26
113,24
150,29
180,38
161,30
199,38
182,36
141,26
160,31
106,22
140,29
164,30
183,38
188,36
139,25
191,40
119,24
167,32
115,23
117,22
187,39
114,24
177,37
191,39
182,36
178,37
100,20
100,18
101,22
131,26
182,35
199,37
110,24
153,29
145,31
128,25
122,22
165,31
120,26
139,25
174,32
181,38
136,28
176,33
157,33
122,25
128,24
152,32
161,31
176,34
152,30
130,27
132,25
182,36
136,28
170,36
182,34
194,38
188,38
186,37
176,34
118,21
150,31
163,31
180,38
164,30
167,32
107,20
198,39
139,29
111,21
162,33
118,23
131,25
102,22
112,20
162,32
144,29
130,25
130,26
190,40
139,26
197,39
127,24
103,18
127,26
172,32
173,32
181,36
164,33
166,33
145,29
132,27
177,36
111,22
180,35
196,39
102,20
146,27
173,34
143,26
160,32
120,25
149,30
192,39
176,34
117,25
142,27
199,40
183,35
133,28
152,31
112,21
178,35
138,29
145,29
183,36
160,31
195,39
111,22
106,20
110,23
193,36
187,37
122,25
157,32
119,25
113,20
169,35
168,34
188,38
190,37
131,24
162,33
186,37
186,39
145,30
157,33
144,26
190,39
118,25
112,23
150,32
102,22
179,37
181,37
182,37
189,37
176,37
194,40
175,34
100,18
102,21
116,24
188,37
184,36
131,28
165,34
172,36
105,20
198,40
159,30
109,19
168,32
122,25
190,39
137,29
128,24
171,32
117,23
131,24
166,33
150,28
179,33
106,23
165,32
129,23
182,35
100,19
180,34
195,39
169,34
163,30
100,18
142,28
106,22
134,28
125,25
113,22
199,38
193,40
119,23
131,24
167,34
111,20
103,18
152,29
144,27
139,27
160,34
127,25
189,39
134,24
127,24
142,28
144,26
127,23
177,35
169,31
155,32
116,24
111,23
157,29
108,23
153,32
188,36
155,32
148,31
119,23
181,37
159,31
100,20
144,29
114,22
161,34
183,35
160,31
160,30
156,33
140,26
159,30
170,32
183,36
110,24
161,31
157,30
144,29
156,29
175,34
119,25
176,34
141,27
200,39
142,26
121,23
194,36
162,34
139,28
190,40
190,37
191,37
197,39
175,36
148,31
170,35
146,28
129,26
134,26
112,23
167,35
102,20
100,19
165,32
155,33
186,39
175,36
145,29
169,32
100,19
148,31
190,38
124,24
120,25
200,41
200,42
105,23
136,25
166,31
135,29
156,31
195,40
107,22
142,29
115,23
199,41
159,31
153,32
182,38
174,34
151,32
148,30
150,28
167,32
170,36
137,25
153,29
161,32
191,39
141,27
145,31
173,34
155,32
168,35
111,21
123,23
176,35
196,39
152,31
126,27
158,33
179,36
200,42
126,23
193,36
121,24
121,23
131,24
125,25
104,21
156,29
192,40
148,28
144,29
174,34
123,25
154,29
121,23
193,38
130,24
181,38
150,31
191,40
195,37
165,31
164,33
146,27
127,23
106,23
181,38
109,21
193,38
142,29
114,20
161,30
183,34
154,31
168,35
110,21
101,18
172,35
178,33
140,30
124,24
141,27
156,29
126,25
157,33
186,37
188,36
175,35
156,30
199,38
163,32
115,23
137,25
187,36
113,21
128,24
102,21
143,28
157,29
174,32
143,29
108,21
163,33
150,31
159,31
149,27
167,32
183,38
152,31
140,28
103,22
138,26
175,36
178,35
141,30
113,24
111,24
114,21
132,28
175,37
114,22
170,32
133,28
139,28
113,21
147,31
184,36
100,19
170,33
200,38
171,33
119,24
148,29
170,32
150,31
116,21
133,24
139,29
140,26
163,34
146,27
199,40
154,31
114,24
147,28
104,22
198,38
190,38
156,31
122,26
194,36
172,36
188,35
162,30
176,34
128,27
100,22
111,22
148,27
182,36
157,30
126,25
160,30
140,26
121,26
186,37
136,26
186,37
174,33
173,34
150,31
147,31
110,21
173,32
130,26
136,29
108,21
153,32
126,25
104,18
174,35
161,33
193,38
107,21
187,36
178,35
187,37
151,29
186,37
133,26
189,39
132,27
170,34
110,24
139,27
113,23
121,25
118,22
174,32
129,27
172,35
186,36
139,25
170,36
188,38
107,23
174,33
148,28
180,34
149,31
125,23
183,37
182,35
120,25
109,19
156,29
197,38
173,34
192,37
156,30
142,29
120,23
118,21
133,28
198,40
101,19
196,40
185,36
185,39
107,21
190,38
154,30
198,39
137,29
185,37
199,39
131,24
150,30
106,22
172,33
152,28
150,29
105,19
121,23
174,34
116,23
169,34
136,25
145,28
196,37
118,22
186,37
129,25
132,27
131,24
100,19
139,27
158,33
121,24
184,36
179,36
173,36
189,37
121,24
185,37
162,31
187,35
156,33
111,20
155,33
192,39
128,27
119,22
111,23
130,25
118,24
188,39
106,23
165,35
135,26
200,41
163,32
190,38
102,18
111,22
106,19
181,37
120,26
154,30
125,23
167,33
165,34
184,37
143,27
190,36
185,39
141,27
151,32
174,33
162,30
151,32
124,23
120,25
183,37
149,31
166,33
182,34
121,25
194,40
127,24
102,21
167,34
188,36
144,26
151,30
152,30
111,21
197,39
176,34
107,21
138,26
130,26
118,25
166,35
193,39
108,22
177,35
161,34
174,34
160,33
143,26
104,22
188,37
161,32
126,26
119,24
168,32
142,30
148,28
105,22
117,24
165,33
167,34
148,27
141,27
187,39
113,22
139,29
180,34
151,28
109,19
190,40
128,26
109,20
200,38
197,40
146,28
197,40
183,37
117,23
158,29
137,29
114,24
134,28
162,30
153,30
122,24
