altura,granos
566,115
717,142
760,153
744,149
677,137
624,122
611,121
566,112
646,129
752,150
620,125
576,116
683,137
662,131
672,135
709,143
739,148
752,148
615,123
556,112
565,114
695,141
609,121
622,122
698,137
641,128
763,152
769,153
555,110
579,117
618,123
747,150
728,146
701,139
619,122
605,119
743,149
660,133
615,125
748,148
740,148
592,117
578,117
703,139
675,134
655,129
760,153
718,142
575,114
768,152
755,153
648,129
577,114
764,151
590,120
742,148
594,116
698,138
588,119
567,111
751,148
672,135
727,147
626,123
636,126
574,115
571,112
590,117
618,125
590,116
661,134
588,118
749,148
571,114
678,133
632,127
718,143
759,149
700,142
613,121
687,136
657,129
569,111
601,122
584,116
563,112
597,120
697,141
576,115
711,141
691,137
703,140
578,114
703,140
595,121
714,141
738,145
717,142
580,117
711,140
733,145
769,151
631,125
653,129
753,150
666,132
721,142
670,132
777,153
663,131
658,129
748,148
747,147
734,146
568,115
674,134
728,143
577,115
618,121
598,118
640,126
571,113
565,112
724,144
582,115
713,144
669,134
663,131
697,139
618,124
638,128
668,134
561,112
700,139
771,153
691,139
753,149
606,120
655,129
660,131
581,115
669,135
559,109
575,115
705,140
723,146
584,118
690,140
747,149
705,139
731,145
747,151
635,128
703,141
579,113
631,126
718,143
761,154
751,150
599,117
588,116
665,131
644,129
569,114
571,113
751,150
659,129
617,121
714,142
620,124
649,128
769,152
661,130
573,112
573,114
582,118
577,115
574,114
680,135
679,136
733,144
776,154
662,134
758,151
670,135
723,146
615,123
691,136
628,127
617,124
625,125
754,148
602,121
644,130
567,114
593,118
688,139
576,114
682,136
646,130
671,133
672,134
756,153
775,155
747,151
614,122
769,154
719,141
723,144
665,135
563,112
674,132
622,126
672,132
728,145
721,143
687,136
601,121
555,113
641,126
643,126
626,123
740,150
698,141
575,113
753,150
664,132
705,140
574,113
721,142
673,136
608,122
660,133
652,128
652,132
745,150
694,140
691,136
604,121
669,132
629,126
721,144
607,120
571,115
617,122
732,144
620,123
655,132
759,152
766,154
593,120
728,145
608,120
621,125
725,144
642,126
687,137
656,131
638,127
652,129
648,130
710,141
610,120
641,128
711,141
618,125
751,152
656,133
561,114
758,153
687,139
617,123
636,128
572,115
704,140
706,142
563,111
652,132
679,134
674,134
774,155
702,138
712,140
576,116
773,154
672,133
622,124
560,111
662,133
607,122
632,124
684,134
706,143
761,154
697,139
610,123
671,133
652,131
714,141
736,146
745,151
592,116
598,120
733,148
609,122
744,146
735,148
713,141
707,139
667,134
561,113
766,155
618,123
727,143
669,135
561,111
729,147
558,112
631,128
707,142
577,116
620,123
728,145
772,155
595,119
656,129
616,125
700,142
751,149
761,154
680,138
752,148
618,123
747,150
768,155
723,145
666,131
655,130
643,128
659,131
740,149
562,110
636,127
633,127
643,130
702,141
695,139
570,114
635,126
631,125
674,133
635,125
620,126
586,118
711,141
766,152
733,144
674,133
612,121
713,140
570,115
629,123
772,156
690,140
555,110
655,131
628,127
755,152
625,127
658,133
570,116
680,137
664,130
744,148
756,151
691,139
627,125
580,116
698,137
589,116
714,143
728,146
689,137
714,140
673,133
670,132
569,115
617,123
665,132
572,114
635,125
555,112
708,142
742,148
663,131
592,119
678,135
576,113
600,120
678,137
622,124
564,113
601,118
668,133
617,123
695,139
651,130
687,138
568,115
566,115
631,127
692,140
577,114
697,140
758,151
585,119
623,122
647,127
599,117
653,129
584,118
633,125
642,128
758,150
742,147
689,137
751,150
683,135
772,156
708,140
582,117
617,125
669,134
685,138
559,113
687,138
740,150
599,119
598,118
586,116
651,132
665,131
697,140
631,128
621,126
762,152
620,126
577,114
734,148
637,128
673,134
568,114
675,134
754,149
740,150
625,126
689,136
624,123
717,141
654,132
701,142
570,112
714,140
740,147
713,143
698,141
756,150
772,155
660,131
580,115
585,115
634,128
597,117
730,148
715,142
594,120
571,115
602,122
576,116
711,141
723,143
770,156
682,135
702,141
728,143
715,144
714,143
650,128
715,142
567,112
597,120
561,111
652,132
675,136
643,127
638,125
756,153
566,112
562,110
562,111
590,118
656,131
645,131
581,116
627,124
562,110
658,131
692,138
764,154
716,141
672,136
670,133
695,140
699,138
583,118
699,139
719,145
719,143
726,145
770,152
684,135
646,129
561,112
674,135
775,154
692,139
621,124
758,149
577,114
631,124
602,118
555,110
699,140
753,150
585,117
738,145
702,138
743,147
577,117
713,143
584,118
719,144
599,119
703,142
775,155
714,141
730,145
673,134
754,149
655,132
724,146
672,133
646,129
724,146
759,152
700,140
650,128
555,111
659,132
555,109
632,124
647,128
776,155
732,145
758,152
773,155
648,131
649,130
710,140
620,125
583,118
606,121
745,147
603,118
768,155
583,117
590,117
693,136
694,137
645,128
643,130
750,149
592,116
605,120
718,142
758,150
768,154
632,128
592,119
747,149
624,124
709,140
771,153
646,127
774,154
583,114
743,149
720,146
683,136
706,140
704,142
584,116
657,129
578,115
726,146
698,139
764,154
627,126
581,115
665,134
600,120
711,142
633,125
720,143
563,111
685,135
575,117
761,154
663,134
758,152
565,115
622,122
618,124
720,146
583,114
752,152
662,131
749,151
588,118
660,130
700,140
700,141
754,149
609,123
743,149
569,111
717,141
596,121
756,150
767,151
698,138
760,152
725,146
584,116
638,125
757,151
580,117
704,138
774,156
599,121
574,113
613,122
707,141
583,116
740,150
565,115
680,135
601,122
624,123
701,142
679,134
729,146
597,118
669,135
636,128
640,129
673,135
686,137
726,144
563,112
729,145
565,112
711,144
769,154
717,142
769,154
643,130
569,115
604,119
662,134
575,114
739,149
755,152
659,131
576,114
738,146
686,139
636,127
695,141
603,122
758,150
720,144
604,121
759,153
602,119
666,133
680,136
582,118
594,117
566,114
633,125
564,111
670,135
625,124
575,113
655,130
646,127
658,130
716,145
703,138
756,153
686,137
714,141
593,116
584,117
681,136
680,135
739,146
736,147
609,119
679,135
578,114
713,141
578,114
646,130
626,127
664,133
605,122
676,133
572,112
556,111
587,119
746,150
687,139
580,116
711,144
634,128
666,132
773,153
701,140
625,126
576,117
620,125
558,111
667,133
713,141
749,150
684,134
719,144
555,112
574,116
607,122
772,152
691,140
709,142
732,144
650,130
654,130
566,113
593,118
618,125
637,128
602,122
679,137
624,125
715,145
768,153
604,121
759,151
621,124
713,143
619,123
635,127
584,115
607,122
640,128
647,129
585,115
578,115
741,147
559,111
643,128
610,123
629,124
709,139
639,127
616,121
681,138
730,144
733,144
759,152
655,132
613,124
631,127
699,138
753,150
638,128
662,134
641,129
563,111
657,131
583,116
650,130
570,112
570,116
688,136
708,140
621,123
754,151
708,141
556,109
666,133
590,118
607,119
685,137
711,140
711,140
698,138
639,126
713,143
700,141
615,124
583,116
736,149
616,123
671,136
711,143
736,149
690,136
685,136
670,136
729,143
688,137
697,138
612,123
588,119
714,140
628,123
629,125
775,156
635,129
720,145
662,130
635,127
581,115
593,116
621,126
685,136
656,129
580,117
736,145
592,117
667,135
707,139
775,157
761,151
674,133
744,149
661,134
667,135
759,152
611,124
619,122
582,118
725,145
644,129
681,135
744,149
769,155
630,128
660,131
594,118
757,152
701,140
765,155
753,151
601,118
730,146
590,120
673,132
642,128
586,117
741,147
752,151
567,111
686,137
681,136
751,152
555,110
582,114
603,118
623,126
630,128
633,125
733,145
689,136
632,126
698,137
605,120
699,137
640,127
610,120
586,117
611,123
612,120
745,149
633,124
673,136
650,129
626,127
663,132
744,148
711,142
581,116
562,113
650,130
657,129
635,127
657,129
764,151
768,154
718,141
761,152
698,137
776,154
724,145
750,149
713,141
575,113
627,127
568,112
646,129
621,122
776,157
664,130
695,138
770,153
596,118
668,135
608,122
573,112
708,143
623,122
620,125
633,128
581,117
642,127
739,147
711,144
661,134
732,145
682,135
745,151
693,138
626,126
597,120
633,125
775,155
749,150
601,119
721,142
639,125
680,137
746,151
732,147
718,144
653,128
640,127
753,150
663,131
683,138
615,124
703,142
714,141
738,146
557,113
631,126
739,145
704,139
709,143
622,126
572,115
663,134
711,141
640,128
664,131
771,155
623,126
709,141
568,112
723,146
709,140
769,152
612,123
755,151
628,123
566,112
567,115
670,136
591,119
754,152
654,129
751,149
609,123
767,152
700,142
576,114
725,145
612,122
702,139
775,154
681,135
605,121
733,147
717,145
605,123
735,148
618,122
713,140
709,142
751,148
692,139
647,129
652,128
649,128
714,141
578,114
716,143
747,149
644,130
562,112
624,126
732,144
708,140
764,151
648,131
639,126
752,150
775,156
634,126
776,155
601,121
704,138
673,136
570,116
736,145
726,144
728,146
681,137
754,151
625,123
621,124
628,127
623,122
604,119
657,130
613,123
737,146
682,138
726,147
661,133
721,142
648,128
610,122
686,139
579,115
722,143
607,119
697,138
773,155
631,127
633,126
736,146
742,149
632,125
569,112
662,131
584,115
755,152
718,141
571,114
580,116
640,129
670,133
608,123
646,129
750,152
743,146
708,141
609,121
725,145
659,131
695,138
676,134
753,150
582,117
755,149
659,132
626,126
585,115
682,136
753,151
656,132
557,109
691,139
703,138
626,127
587,115
744,150
598,121
714,140
662,132
740,146
752,152
673,135
685,135
577,116
707,141
651,132
630,125
754,152
731,144
598,119
747,151
740,146
757,151
621,124
709,139
706,141
608,121
657,131
683,137
612,120
658,131
720,143
664,132
647,129
694,139
582,116
692,136
602,122
699,141
694,136
762,153
721,145
718,142
728,147
611,122
651,131
670,134
698,137
584,116
600,122
592,116
702,138
777,157
765,152
563,114
621,126
658,129
597,120
708,140
739,148
629,126
642,126
603,120
708,140
625,127
594,120
767,152
648,127
727,143
654,130
649,131
689,139
617,121
715,145
666,135
605,119
716,144
722,144
618,124
673,136
774,153
655,129
559,109
710,142
587,118
771,153
760,150
705,139
570,115
595,117
603,119
595,117
569,114
752,149
620,122
564,112
565,115
729,144
728,147
567,111
610,122
710,141
562,110
594,116
559,109
661,132
621,123
766,152
730,148
743,149
771,156
597,119
670,133
697,140
602,120
624,126
625,123
577,116
608,122
561,111
762,152
637,129
770,152
770,153
569,115
723,145
718,142
612,122
612,120
629,126
570,112
653,130
575,115
562,110
587,117
714,144
600,118
699,137
722,144
595,118
615,123
604,120
563,111
744,147
733,145
741,146
632,124
767,155
765,152
563,110
688,138
692,138
580,116
585,115
698,140
566,114
633,125
601,122
769,152
597,117
716,144
699,140
724,142
584,115
587,118
646,127
640,126
757,149
768,151
579,114
648,127
713,143
709,143
753,152
681,136
604,118
592,119
626,124
676,137
721,142
759,149
668,133
757,153
666,132
665,133
666,133
689,138
734,144
761,151
561,110
675,135
560,112
749,148
567,113
594,118
705,143
697,141
733,148
642,127
672,136
611,120
679,137
679,137
674,136
595,121
624,123
689,136
560,114
626,126
770,156
662,132
766,152
728,144
580,116
579,117
758,152
584,114
622,126
605,122
631,124
629,127
594,119
592,116
664,132
661,131
642,128
701,138
717,145
565,115
704,139
584,114
652,131
753,150
634,127
565,112
731,148
701,138
702,142
733,148
743,149
689,138
754,151
701,141
709,139
602,122
630,126
575,113
756,152
756,149
706,142
659,133
578,115
658,129
704,138
759,151
618,124
695,138
621,125
665,135
641,130
599,118
692,139
658,131
741,146
733,147
688,138
696,137
757,153
604,120
625,125
617,124
593,118
697,140
640,130
762,154
765,153
730,147
750,148
750,150
602,119
645,127
726,146
715,145
691,139
683,138
705,143
719,144
727,145
758,150
712,142
568,112
731,146
696,141
624,124
762,152
728,143
673,134
655,131
641,130
557,112
748,151
685,137
723,145
718,144
575,114
774,155
620,122
717,142
759,151
593,120
566,113
642,126
573,114
704,140
756,153
669,132
689,139
754,148
599,117
761,151
749,150
698,137
605,122
772,152
603,118
707,142
743,148
761,150
557,112
720,144
646,127
685,136
636,128
713,141
757,150
565,115
733,148
765,155
755,152
692,138
581,116
608,120
660,130
600,120
690,136
698,141
734,147
747,147
710,141
591,118
667,131
672,133
709,143
607,120
776,153
771,155
773,154
628,126
682,136
673,134
684,135
729,143
735,148
645,127
653,131
576,115
557,109
611,124
569,114
740,148
631,126
650,128
657,132
708,141
592,120
605,120
674,133
685,139
701,139
705,142
559,111
626,123
713,140
686,136
596,120
773,155
650,128
586,118
604,118
599,120
580,115
717,144
605,122
659,130
759,153
702,139
600,121
732,148
731,148
595,118
605,120
656,132
597,120
604,120
629,126
563,114
677,137
723,142
595,118
712,141
777,155
709,141
732,145
629,124
609,122
572,116
767,151
614,120
732,145
731,146
756,153
673,135
753,148
556,110
583,118
686,139
722,142
645,127
734,146
614,120
679,133
700,142
669,132
773,156
723,143
670,132
644,130
617,124
739,147
760,154
725,145
671,133
723,144
650,130
684,137
697,140
699,140
738,147
743,147
587,116
769,154
559,112
600,120
556,111
741,150
773,154
640,127
650,131
717,145
597,120
635,126
631,126
685,136
568,114
576,116
631,125
582,117
724,145
741,150
701,139
715,142
570,113
730,147
565,111
683,138
656,129
741,146
728,145
681,137
718,145
707,141
632,127
567,113
734,147
647,127
600,121
704,142
642,129
568,114
685,137
694,140
775,153
582,115
662,133
711,141
597,118
647,129
755,149
652,131
566,114
737,146
719,144
633,125
645,127
706,140
608,121
652,129
764,153
714,144
611,121
556,111
605,121
596,119
682,137
637,127
634,125
562,110
611,124
663,133
636,125
649,129
569,113
737,149
634,127
753,148
613,124
601,121
616,123
725,145
622,124
648,128
580,115
610,121
711,141
661,134
745,148
705,139
718,144
658,130
649,128
573,113
697,140
737,147
763,151
593,117
772,156
666,132
718,144
579,116
727,147
676,135
759,149
661,132
693,140
716,141
741,147
708,141
576,114
768,151
625,126
580,115
703,138
591,118
675,137
719,145
755,153
752,148
599,121
772,153
729,143
563,111
748,150
743,147
767,152
657,129
696,137
560,112
770,152
728,145
701,139
750,148
564,114
631,125
708,141
710,144
623,125
670,135
693,137
706,139
610,122
723,145
702,140
594,119
766,152
585,118
605,121
741,147
700,141
577,117
658,130
579,114
660,131
585,119
763,152
660,132
614,120
776,155
652,129
639,125
604,122
755,150
698,141
