altura,granos
468,91
436,87
446,91
590,119
547,110
446,89
518,102
436,86
488,99
427,84
431,87
444,89
424,83
412,81
480,96
592,116
540,106
600,120
463,94
576,114
566,113
518,101
420,85
570,114
589,117
534,105
587,118
436,86
507,99
468,94
465,92
425,84
588,116
582,117
431,85
589,117
445,88
461,94
512,103
519,101
526,106
541,107
529,107
541,106
442,89
591,117
456,93
553,110
484,97
411,83
542,110
561,113
494,98
487,98
485,96
534,105
513,101
575,116
426,85
553,110
464,93
402,81
472,93
545,108
552,108
440,89
575,115
523,102
566,113
573,115
535,106
505,102
482,95
408,81
428,87
425,84
474,94
569,112
498,98
506,101
459,89
483,95
527,104
413,83
467,91
561,114
424,85
600,122
505,102
495,97
579,115
582,117
584,115
508,101
442,88
524,103
595,120
564,114
424,82
524,103
468,93
508,102
559,113
548,107
546,110
458,89
566,114
506,103
422,86
598,117
560,113
417,85
421,86
583,114
438,89
460,91
419,85
566,112
595,119
482,98
451,89
554,111
415,85
511,102
492,98
555,109
457,91
490,98
517,101
592,120
588,116
538,107
573,114
503,99
451,89
426,87
461,94
589,115
436,89
580,117
480,96
523,105
555,113
583,117
595,117
585,119
537,107
498,98
422,86
562,111
459,89
534,104
561,110
405,83
502,99
584,118
439,87
531,105
526,106
520,105
407,82
500,98
400,82
450,89
434,87
558,111
512,101
581,118
562,111
429,86
583,117
576,116
513,100
449,89
405,81
471,93
429,86
540,106
422,84
544,107
599,120
514,101
550,108
401,80
417,81
581,117
417,84
458,90
523,102
535,108
462,91
501,101
423,83
495,97
465,94
460,94
477,93
537,105
454,89
588,115
463,92
446,90
436,88
534,106
512,101
455,93
546,110
421,85
593,120
596,121
588,119
434,87
470,94
425,87
471,94
525,103
499,100
418,85
419,82
418,84
549,111
514,103
401,82
453,88
409,83
559,113
419,81
503,101
576,116
523,106
443,86
492,100
596,119
498,101
408,81
445,91
483,94
555,110
458,92
578,113
426,85
567,113
426,85
473,95
571,112
506,102
569,111
500,100
538,106
453,92
559,109
435,88
559,110
456,92
578,113
496,100
577,117
444,86
573,115
525,105
487,97
413,80
578,114
590,117
597,119
451,90
433,87
541,107
592,120
515,104
480,98
487,98
444,88
558,109
480,94
530,107
502,98
407,82
429,85
477,97
534,105
444,86
446,87
479,95
592,119
422,83
541,109
463,93
429,84
523,106
578,116
406,82
531,104
580,116
426,85
451,91
544,110
430,84
552,108
421,83
557,110
518,101
445,89
537,105
482,97
429,83
548,109
589,118
434,88
493,96
448,89
419,83
416,81
460,92
468,93
478,97
508,100
443,89
432,87
573,115
534,104
477,97
565,111
535,105
521,103
563,111
409,83
407,79
446,88
530,104
561,114
446,89
497,98
476,96
584,118
453,90
497,100
524,103
433,87
548,108
469,91
570,116
432,84
405,82
559,111
411,84
452,88
535,106
456,92
455,91
506,102
542,107
552,111
449,87
515,101
430,87
548,107
426,85
438,89
474,93
581,118
572,114
497,97
573,113
420,82
596,121
466,92
440,89
419,83
430,88
554,111
466,93
445,88
461,91
464,94
588,116
538,109
433,84
583,114
581,117
593,119
489,98
501,99
558,109
509,102
433,85
493,100
417,84
409,82
562,113
596,119
539,106
480,98
514,104
586,118
435,89
574,113
593,118
403,79
572,112
453,92
411,81
591,117
463,90
591,120
437,85
412,81
592,120
550,109
520,105
568,111
490,98
448,91
509,103
463,94
493,100
523,105
525,106
522,106
549,111
492,99
536,106
471,95
583,116
571,113
508,101
421,85
489,96
429,87
554,112
493,97
433,86
424,86
467,92
590,118
470,96
432,85
488,96
486,95
577,115
473,94
405,79
454,91
444,89
553,110
506,102
414,83
571,114
579,115
411,82
513,103
580,118
504,100
596,118
548,108
568,112
457,90
403,79
418,81
593,119
537,105
455,90
515,102
416,81
583,114
461,93
522,105
422,84
553,112
453,88
449,87
538,108
578,116
499,101
492,100
536,108
496,99
431,86
479,93
486,98
553,110
523,106
444,86
592,118
453,88
416,84
435,87
561,112
466,95
514,102
494,98
442,89
410,82
524,106
482,94
462,91
450,89
487,95
481,96
514,104
597,118
598,119
476,93
460,90
490,100
467,91
453,90
437,86
454,88
590,116
456,90
572,112
490,99
423,82
588,115
464,94
483,94
508,102
553,111
517,105
429,84
416,85
415,82
460,90
479,97
450,92
432,85
450,91
526,106
490,96
537,108
494,97
525,105
437,88
466,92
527,106
405,80
464,94
597,120
506,99
555,112
476,97
437,86
415,83
527,103
458,90
589,115
401,78
550,108
464,92
466,94
509,102
523,102
416,84
585,119
533,108
473,96
457,90
478,93
441,88
428,87
542,109
442,88
414,81
522,102
418,83
599,119
569,114
554,112
419,81
481,95
551,108
497,97
467,91
481,96
527,104
467,94
450,91
595,117
505,100
558,113
464,91
471,93
405,81
554,111
450,89
486,97
592,119
476,97
411,82
507,103
573,113
502,100
552,112
584,114
430,88
556,112
440,86
544,108
576,115
505,100
570,113
434,85
439,89
418,84
561,112
536,108
454,88
408,79
444,88
432,84
596,121
536,106
423,85
429,87
403,78
498,101
446,88
571,115
453,90
412,84
586,115
521,105
599,118
465,95
447,89
585,119
447,91
579,113
437,85
525,104
446,90
539,107
437,86
469,95
558,111
416,83
563,112
410,82
557,113
415,81
503,98
435,87
487,97
476,97
599,121
451,91
405,80
491,99
534,105
401,79
506,99
595,121
479,95
440,89
482,97
512,102
589,115
560,111
419,82
589,115
401,81
423,86
594,116
453,88
470,92
445,88
528,107
518,103
526,106
598,121
412,80
447,87
550,108
526,107
514,103
408,79
437,88
430,88
449,87
461,91
497,99
441,86
444,86
517,105
473,96
549,111
439,88
459,91
439,85
418,82
503,102
531,104
459,91
543,107
403,81
430,85
519,103
490,97
563,112
495,97
442,88
544,110
496,98
530,104
471,95
539,108
500,99
535,108
479,94
430,88
594,116
420,82
488,96
496,99
451,90
497,97
556,112
588,117
430,84
550,111
490,99
417,82
446,89
461,93
402,78
413,80
536,108
546,111
574,116
460,90
480,97
536,106
583,115
577,115
489,99
584,117
454,89
403,78
583,114
411,81
509,101
517,102
439,85
400,79
581,116
405,83
445,87
574,116
475,95
509,101
501,101
500,102
426,84
564,110
446,87
544,108
460,91
458,92
480,97
534,105
544,108
461,92
564,114
564,111
482,97
468,92
451,92
498,98
587,116
568,113
492,97
580,118
558,109
444,90
517,105
440,88
580,115
581,118
554,112
446,89
563,114
465,92
576,117
403,80
550,108
468,93
443,86
515,105
528,106
496,99
563,114
599,121
496,99
410,81
474,96
405,81
581,115
464,91
435,89
456,90
502,100
481,94
466,94
445,91
556,111
588,118
509,103
426,86
480,94
599,121
457,89
475,96
592,118
463,93
504,99
477,96
449,91
452,90
469,91
587,118
445,90
505,102
597,121
479,95
532,108
453,89
407,82
411,84
515,103
555,109
555,112
511,100
475,96
523,104
431,84
414,84
430,88
530,105
538,106
576,113
576,117
440,90
575,117
517,105
495,101
454,92
546,111
464,93
520,105
494,97
449,87
401,78
518,102
432,88
593,120
558,113
524,102
431,87
511,102
522,102
453,89
595,118
504,99
409,80
566,114
575,116
422,82
470,93
465,91
496,100
491,96
580,117
412,83
586,118
496,101
425,85
527,107
490,96
517,105
484,98
536,105
437,88
448,87
442,86
502,102
451,92
510,101
428,84
496,99
595,120
542,106
590,120
491,96
475,93
521,104
467,92
414,81
455,89
458,93
407,79
492,96
435,85
400,78
585,117
403,82
549,108
472,93
595,121
479,94
510,103
586,115
533,106
469,95
444,90
569,113
487,99
425,85
471,94
462,92
504,100
461,94
571,115
578,117
546,107
483,97
551,109
408,80
495,98
492,100
596,120
463,93
513,104
553,108
560,112
475,94
437,87
480,96
473,95
548,110
548,111
544,107
597,119
507,103
429,86
559,109
498,100
501,101
513,100
463,92
500,98
574,113
482,95
501,102
578,113
579,115
420,85
536,108
503,102
402,79
576,116
591,119
567,114
444,86
497,97
593,116
525,103
579,117
565,115
405,82
569,115
552,112
588,118
429,84
465,93
521,102
424,84
436,89
554,108
521,104
458,92
471,94
452,89
480,98
456,89
497,99
493,96
598,119
411,84
549,107
471,92
482,94
485,99
569,112
461,91
509,102
475,96
416,84
465,91
562,113
519,101
529,103
407,81
527,104
488,97
521,105
419,82
495,101
439,89
490,99
546,110
541,108
424,84
556,109
404,82
490,100
482,97
517,104
567,111
443,89
401,78
401,79
418,83
548,107
569,115
552,108
518,104
546,110
599,120
491,98
482,96
439,85
559,112
596,117
460,92
424,82
434,84
501,100
540,107
512,103
576,113
490,100
438,87
404,80
534,105
504,101
514,101
583,116
585,118
449,91
589,115
589,118
530,105
592,118
557,111
429,83
471,93
573,114
403,80
543,110
538,108
595,119
574,116
421,82
493,100
403,82
489,95
431,84
422,84
407,80
537,107
517,105
461,91
457,91
531,108
438,88
434,85
461,90
567,111
469,94
424,86
480,98
502,99
536,109
410,81
528,106
417,82
558,111
504,99
468,95
537,105
563,113
409,79
518,104
421,83
593,120
563,110
513,101
588,115
564,112
501,98
552,110
444,88
406,81
451,92
583,116
408,82
447,88
461,91
453,92
600,120
493,96
409,82
431,85
475,94
422,82
600,121
464,91
576,115
483,94
477,97
429,84
471,92
569,111
566,112
419,81
427,84
444,89
584,114
403,79
472,92
499,99
465,93
481,98
569,113
576,115
478,97
401,80
549,109
568,114
438,85
570,112
548,109
586,119
459,90
543,109
408,82
485,96
516,105
494,97
419,82
440,87
570,116
588,118
521,104
493,99
416,82
424,82
592,116
452,89
530,107
482,95
424,86
463,94
599,118
594,117
485,98
503,98
551,109
408,79
573,112
564,110
534,105
586,115
564,114
472,95
413,83
504,100
509,102
574,112
408,83
588,119
572,115
565,113
459,91
470,96
438,85
567,111
517,102
477,95
456,93
505,101
575,114
541,109
478,94
565,115
471,95
403,78
487,97
400,79
507,103
532,104
547,110
575,113
574,114
439,86
572,113
530,104
499,100
537,109
500,100
506,101
579,113
480,97
568,113
566,112
494,97
488,97
546,109
489,98
500,102
443,90
480,98
590,120
578,117
466,92
462,94
587,115
582,118
452,91
477,93
500,99
411,80
455,90
541,110
515,104
590,119
561,113
479,96
484,98
441,87
530,106
488,95
484,96
443,88
412,80
569,113
436,86
519,105
487,99
510,104
453,90
450,88
461,91
484,95
513,102
419,84
597,118
493,96
414,83
447,91
475,96
522,103
400,82
408,82
585,119
428,84
524,104
429,83
448,89
435,88
571,112
426,86
422,84
484,97
553,108
461,92
519,103
542,108
426,85
550,109
538,107
573,115
416,82
544,106
543,107
524,102
490,99
594,119
527,103
513,104
531,104
557,109
418,83
441,86
456,93
418,85
468,94
538,108
461,93
417,85
493,96
541,107
540,110
515,101
433,86
561,114
513,100
494,98
468,91
477,95
456,91
502,102
588,116
428,86
428,84
526,105
428,83
435,86
570,113
442,90
573,115
481,95
545,109
554,108
496,97
464,91
422,86
493,97
473,92
561,112
458,89
451,91
456,89
408,82
509,99
501,99
550,108
474,94
480,97
432,85
553,109
461,90
590,117
562,110
552,108
552,108
404,79
440,86
485,96
411,81
513,103
443,88
475,96
416,81
581,118
490,100
510,100
518,105
546,111
409,79
499,98
502,99
517,105
568,112
599,121
573,113
466,91
430,86
455,91
528,103
497,100
461,90
426,87
600,121
542,107
411,83
457,90
579,117
544,108
415,83
459,93
441,89
527,103
549,111
556,113
487,95
516,104
514,103
414,80
579,113
506,99
528,106
553,110
484,95
557,113
545,111
454,92
548,111
430,85
560,112
515,101
490,99
595,120
577,117
494,100
590,120
456,92
509,100
443,90
530,108
409,80
492,99
480,98
592,120
441,89
575,115
532,107
551,111
463,90
413,83
527,105
467,95
413,83
482,96
566,113
598,119
514,101
558,110
459,89
538,105
453,92
571,113
408,80
555,109
504,100
560,110
551,112
540,108
517,103
409,83
404,81
496,100
448,90
508,99
508,101
544,106
541,109
433,88
567,113
546,111
510,100
415,82
594,118
501,102
442,87
540,107
469,94
410,81
489,98
487,95
427,87
598,117
470,96
431,84
413,80
565,112
415,85
594,119
474,96
445,88
416,83
539,109
487,97
558,109
567,114
426,85
442,89
578,115
443,88
425,87
584,116
532,108
504,100
426,83
503,98
582,118
533,106
597,121
509,100
516,103
549,110
474,95
476,93
439,87
412,81
510,102
536,106
472,94
592,120
531,107
559,110
506,101
474,94
424,82
430,86
571,112
551,108
518,104
465,93
405,80
430,85
579,117
419,84
584,118
487,99
526,106
455,89
552,111
527,106
427,86
420,82
539,106
571,116
528,106
405,80
495,100
559,109
536,105
497,98
455,92
426,86
412,81
507,100
504,99
404,80
565,111
569,114
593,117
547,109
594,120
448,88
457,90
427,85
429,83
436,89
526,103
585,117
510,100
569,113
587,119
564,111
587,119
446,88
586,118
545,110
582,116
524,105
427,87
539,109
417,83
564,110
485,95
560,112
440,88
472,92
418,81
530,105
559,112
473,94
559,113
575,117
486,96
406,82
413,84
431,86
468,91
578,116
529,106
540,109
488,99
549,109
440,87
519,105
561,110
408,80
553,111
521,102
600,118
524,106
484,97
588,118
496,98
431,84
543,110
435,87
593,117
541,109
506,101
455,89
477,95
447,90
411,84
513,103
579,114
594,116
593,116
595,118
421,85
475,95
549,109
499,101
524,104
400,81
