altura,granos
700,141
719,145
360,73
250,52
754,148
912,182
921,182
487,95
914,181
802,162
274,52
630,128
921,185
253,49
984,194
989,199
467,91
941,186
497,99
354,70
188,36
891,177
787,156
329,67
429,84
859,171
471,96
993,198
961,192
437,88
418,81
819,164
269,53
905,179
544,107
594,116
126,25
859,171
757,152
371,73
188,37
165,34
637,126
694,137
409,81
689,138
531,105
823,165
730,145
439,86
776,155
152,31
559,109
452,89
128,24
678,137
878,173
918,185
926,184
549,107
378,77
405,81
266,51
251,50
608,122
111,23
537,106
355,73
986,198
500,99
972,192
620,124
556,112
213,44
185,39
362,73
769,154
119,24
252,51
493,100
715,143
296,58
760,150
739,147
282,56
749,147
136,25
759,153
286,55
981,195
344,66
930,187
788,156
577,117
117,25
576,117
133,27
223,43
878,175
344,69
241,50
844,169
536,105
618,122
515,105
615,123
911,183
678,133
676,133
779,157
885,177
475,95
507,103
173,32
476,97
172,36
638,127
498,99
719,145
890,180
327,67
990,199
244,47
908,181
572,114
852,168
297,60
975,195
833,164
955,193
742,148
973,193
665,134
231,45
105,20
626,126
944,186
670,132
440,87
278,56
586,116
302,60
421,85
549,107
320,63
228,46
752,150
389,76
898,177
397,77
527,106
655,132
402,82
404,78
986,198
592,116
715,145
193,38
985,195
487,96
764,150
514,102
754,148
738,145
831,166
768,151
920,184
191,37
578,117
713,144
529,107
917,182
157,30
693,136
489,95
739,149
766,151
543,106
291,58
849,168
533,106
219,44
922,185
570,112
886,179
159,29
922,186
312,63
986,198
760,153
157,32
408,82
285,56
995,197
622,123
331,67
586,119
572,116
329,67
369,71
724,142
126,24
474,96
599,120
401,78
400,82
358,70
665,135
637,126
777,157
172,36
510,104
739,148
629,123
256,50
367,73
299,61
353,70
279,53
622,125
854,171
552,109
762,153
605,123
407,83
493,97
596,120
679,136
442,86
666,135
146,28
777,154
290,58
997,201
656,129
458,92
653,131
142,28
173,36
927,183
327,64
947,189
465,93
929,185
798,159
728,145
994,196
215,44
803,161
849,167
760,154
727,146
625,127
685,138
104,19
562,113
464,93
744,150
456,93
295,59
293,56
374,76
819,163
465,94
947,190
276,56
907,181
137,25
275,57
836,167
811,164
214,44
967,194
624,124
684,135
578,117
952,192
323,64
843,166
352,70
419,81
315,61
871,174
740,147
998,200
291,60
175,34
655,131
524,103
590,119
519,104
976,197
159,33
156,29
330,68
826,163
805,159
188,38
897,178
613,121
579,116
859,173
359,69
735,146
190,36
168,34
456,90
200,42
113,20
617,122
321,64
953,190
779,156
883,174
478,97
560,110
156,33
646,131
189,35
942,187
411,82
470,96
172,35
202,40
251,48
165,33
530,104
613,122
931,187
844,166
756,151
936,187
672,132
742,148
727,143
376,75
724,143
378,77
423,84
278,55
994,197
632,125
644,128
415,83
689,136
429,86
184,38
780,154
979,193
513,104
156,32
182,34
759,153
836,166
239,47
884,176
368,75
827,166
178,35
198,41
373,72
287,55
112,22
593,117
736,147
879,175
972,195
384,78
303,61
567,114
660,131
533,104
155,32
148,30
936,187
174,34
734,144
387,77
934,186
208,41
472,93
722,144
174,36
487,96
685,138
790,160
160,33
609,119
408,83
945,188
823,163
643,130
428,83
173,35
958,192
307,62
122,26
361,72
764,153
675,136
707,141
468,91
222,46
548,107
796,161
176,34
168,31
746,147
888,175
279,54
239,47
834,167
137,26
868,175
851,172
483,96
198,37
554,110
800,161
943,190
218,42
533,106
301,59
303,62
115,21
858,170
839,165
349,69
176,35
543,106
458,93
764,154
827,165
564,112
522,103
618,125
552,112
948,188
226,46
683,138
170,34
576,117
337,69
394,80
354,69
736,149
344,69
414,84
121,26
556,113
289,55
727,144
558,110
269,52
866,171
653,132
893,178
322,64
677,137
880,175
988,199
728,145
511,101
923,184
756,149
834,167
820,164
118,24
229,43
132,27
193,37
268,53
109,23
382,77
365,71
489,99
390,76
150,28
637,128
254,51
445,90
750,148
878,176
422,83
694,136
280,58
434,88
638,129
784,156
521,106
201,39
717,143
163,30
380,74
202,41
866,175
701,138
638,125
251,50
608,122
158,33
289,58
763,154
929,183
342,66
742,147
465,91
506,101
441,87
852,168
526,106
759,152
703,142
149,29
723,142
365,74
714,143
945,188
262,51
250,50
442,87
449,87
826,165
831,164
829,166
663,130
200,41
455,91
124,22
615,122
976,196
150,30
373,76
324,65
780,157
372,75
731,147
979,197
716,142
774,152
291,60
492,96
544,110
228,43
577,115
202,39
301,59
157,33
474,95
323,66
248,51
730,144
430,88
244,46
629,125
854,169
946,188
801,162
840,168
633,126
709,139
313,64
743,150
460,91
117,24
693,138
303,60
554,109
114,24
649,131
279,53
543,108
897,179
362,74
903,180
509,99
722,142
271,54
937,189
973,194
565,115
818,164
758,151
492,96
528,105
104,22
378,76
331,66
870,173
965,194
627,127
980,195
545,107
543,107
994,196
780,156
276,54
712,141
290,59
560,113
676,135
828,167
386,75
691,138
800,160
743,149
563,110
613,122
218,42
556,112
869,171
894,179
804,162
750,150
171,36
276,56
168,33
335,65
769,151
180,37
315,63
888,177
374,73
195,39
245,51
553,110
784,155
974,193
628,126
609,119
714,141
528,104
838,165
219,43
337,69
350,69
867,172
978,196
128,23
457,91
548,109
731,148
531,105
374,72
751,151
566,113
763,154
425,85
896,178
723,146
789,157
788,159
963,194
498,99
357,73
409,82
288,56
833,164
829,166
356,72
926,186
186,36
699,140
382,77
983,195
491,99
930,186
965,193
246,51
672,132
464,90
339,69
799,160
610,123
864,174
724,144
454,88
272,54
397,79
185,36
946,191
129,27
808,159
323,64
276,57
785,158
394,80
911,182
378,73
744,150
577,113
333,64
406,81
415,81
686,135
596,119
403,78
130,25
915,183
665,133
656,129
220,42
645,128
629,123
290,60
138,25
948,187
117,25
518,104
688,137
661,133
831,168
856,169
814,162
501,100
481,98
857,173
384,75
153,32
206,43
837,169
870,173
908,180
983,198
213,42
755,152
315,62
483,98
768,154
230,45
871,172
578,114
997,197
653,132
616,124
793,158
526,103
507,101
365,74
632,127
593,116
424,84
807,160
918,181
300,60
380,78
581,114
751,151
212,43
491,100
586,119
105,22
617,121
193,38
753,151
547,109
657,131
299,58
145,27
310,64
819,162
598,121
114,22
552,111
285,59
112,24
497,97
432,85
168,35
995,200
885,179
206,43
794,157
293,56
932,185
759,149
546,109
149,29
271,56
104,22
560,113
997,201
181,35
123,24
946,188
704,142
244,50
560,114
496,99
938,187
891,177
938,186
293,59
591,118
123,25
514,101
819,161
453,89
996,197
561,111
145,28
528,104
270,54
130,26
646,130
741,146
878,173
826,165
836,166
252,49
392,80
719,145
849,171
449,90
450,91
218,45
180,35
518,101
486,98
390,76
936,188
857,169
177,35
979,197
467,94
173,32
990,199
247,47
760,153
567,114
451,91
594,119
873,172
380,75
716,143
149,31
948,191
397,78
259,49
373,73
397,77
358,70
379,77
210,41
707,142
743,149
831,166
143,29
609,121
740,150
852,168
120,24
867,173
853,171
341,67
494,96
429,84
299,58
803,161
297,60
448,87
730,145
206,40
972,194
610,120
780,158
406,82
104,21
466,92
261,51
508,100
795,157
679,137
612,124
926,183
309,59
118,21
332,65
119,22
835,168
156,33
833,167
109,21
943,190
414,81
979,194
232,48
400,78
775,154
828,163
650,130
398,80
837,169
880,174
302,59
601,121
334,68
451,90
601,121
893,177
956,192
906,180
855,170
191,39
602,118
113,23
546,110
445,91
222,44
264,50
830,165
617,122
528,106
526,103
463,94
378,73
220,46
110,23
761,150
314,61
324,63
448,90
846,167
833,164
354,71
915,181
796,159
832,168
744,146
886,179
345,68
250,49
698,139
808,163
825,167
783,157
150,29
112,21
466,95
569,114
733,145
543,107
272,52
635,125
273,54
141,29
132,25
331,64
948,187
241,49
750,150
209,42
275,57
448,88
986,195
405,82
989,198
318,61
601,119
644,128
386,75
924,182
405,79
466,93
871,174
308,61
267,51
323,62
575,117
227,43
746,149
593,119
291,59
319,64
761,151
610,124
674,136
247,48
543,107
960,193
313,62
200,39
235,49
513,104
467,95
591,118
223,43
950,190
203,41
710,144
166,33
172,32
308,61
578,115
223,45
116,21
441,87
386,78
503,98
863,172
328,63
294,60
212,41
956,191
640,129
998,197
247,51
227,45
160,33
632,127
255,49
171,32
239,49
398,79
369,72
614,120
380,78
627,123
478,95
358,71
168,35
516,105
761,154
853,172
834,164
567,113
511,101
423,85
283,56
772,153
301,60
615,124
223,42
637,126
229,46
715,141
218,44
579,113
275,53
739,148
652,130
412,82
805,161
550,108
736,149
589,119
862,174
301,60
354,72
228,46
857,171
236,48
127,27
674,136
397,80
386,75
366,75
286,57
653,132
142,30
319,62
971,196
180,36
462,93
715,142
766,151
590,116
369,73
594,118
819,164
663,134
497,97
619,124
159,29
183,35
304,61
306,60
571,114
344,68
534,108
336,69
950,188
416,83
282,55
678,136
656,130
776,153
540,107
717,141
495,97
841,170
577,114
489,95
625,127
632,126
785,155
310,62
998,201
129,24
392,77
501,99
216,43
710,140
612,121
973,194
649,128
927,187
636,128
174,33
200,40
558,110
824,163
653,131
305,60
234,45
989,196
188,38
115,22
954,188
765,151
952,192
833,165
839,169
905,179
143,27
994,200
573,115
305,62
501,98
702,141
271,53
904,182
922,182
726,146
629,127
937,187
382,75
943,189
445,87
742,146
645,127
538,109
866,174
450,88
300,62
487,98
316,62
275,56
430,86
768,151
238,46
142,29
476,95
257,51
763,153
948,188
358,73
355,69
521,105
569,112
122,22
373,76
687,137
662,130
485,98
294,60
501,101
772,152
713,141
289,57
466,94
238,46
378,74
715,143
187,38
802,160
872,173
193,39
324,62
243,50
743,148
384,76
408,81
449,87
531,104
415,81
295,58
550,109
179,33
442,87
592,118
749,147
733,147
327,65
591,120
779,154
988,196
925,185
362,70
697,138
988,199
252,51
507,101
905,181
398,79
428,85
968,194
736,146
798,160
188,35
531,106
651,132
518,103
518,101
954,190
459,93
521,106
226,46
816,163
998,198
292,56
495,98
531,108
761,152
530,108
525,107
256,53
563,111
542,106
761,151
504,99
133,27
582,115
766,154
576,113
560,111
223,46
858,171
764,151
272,56
621,123
989,198
294,56
723,143
110,22
958,192
852,169
360,72
870,174
603,122
562,113
343,70
611,122
543,107
857,169
128,23
176,33
615,125
957,191
786,155
455,89
802,159
208,41
521,102
835,166
905,179
488,99
662,132
518,104
409,81
252,52
902,180
390,76
770,156
368,71
276,56
176,35
696,137
554,110
997,199
692,138
390,76
818,164
676,135
799,159
413,83
643,129
649,131
761,151
207,40
629,127
873,172
625,125
136,25
303,62
628,124
590,116
798,158
320,65
625,125
580,114
585,119
676,133
729,146
882,175
700,141
926,184
175,37
335,66
936,189
611,122
644,130
199,41
629,123
618,123
301,62
108,20
756,149
914,180
298,59
182,37
270,54
570,112
825,163
561,113
410,84
548,110
185,35
958,191
146,31
176,36
475,93
535,107
377,73
599,121
636,126
544,110
602,118
711,141
313,64
752,148
208,39
515,104
101,18
626,126
947,187
687,138
556,113
152,32
707,141
171,34
859,169
559,112
251,52
647,128
652,131
639,125
606,123
833,164
141,28
409,79
584,115
190,40
116,25
177,37
784,157
999,198
766,155
770,155
235,46
925,186
514,103
355,72
529,107
466,92
813,160
783,155
675,136
397,77
239,45
693,139
263,53
949,187
467,95
556,113
825,166
141,29
948,188
871,174
161,32
820,164
445,91
887,179
149,31
745,151
635,125
719,144
552,111
680,136
844,167
592,116
806,159
322,63
763,151
666,133
269,54
672,134
510,103
128,27
187,37
354,69
177,34
160,30
192,39
379,74
795,160
553,109
561,110
615,121
979,197
806,163
506,100
690,140
754,151
645,127
593,120
220,44
418,85
471,95
251,48
910,183
712,141
603,120
400,78
445,90
759,150
866,172
753,150
863,170
785,155
278,53
666,134
706,140
808,159
899,181
361,73
805,160
945,189
819,164
926,183
902,178
599,117
554,110
520,105
332,68
468,94
815,163
502,101
166,32
505,100
650,129
261,51
381,74
192,36
801,158
443,88
273,55
599,121
280,56
489,98
937,187
482,95
429,85
492,96
578,116
889,179
229,43
994,196
794,158
581,115
824,163
700,138
420,82
596,119
231,46
324,62
548,111
784,156
495,97
354,72
801,161
257,49
606,120
795,159
304,61
978,194
463,91
683,134
101,19
777,153
188,35
414,82
931,185
123,24
208,40
861,170
435,85
937,189
646,128
550,109
798,159
579,113
573,113
528,106
922,183
554,108
541,107
790,158
882,177
681,138
165,31
597,120
329,63
461,91
480,95
338,65
714,144
644,130
937,187
701,138
248,51
617,121
462,90
369,73
310,62
247,49
956,190
820,164
164,32
584,117
432,88
134,28
923,186
301,61
364,73
486,98
347,68
548,109
867,172
578,113
379,77
326,64
823,164
848,167
797,160
345,70
483,95
619,123
613,120
391,79
566,111
745,148
881,174
523,102
930,187
301,58
195,41
882,175
922,182
640,128
983,197
669,133
701,142
926,183
731,144
498,98
772,153
583,117
427,85
361,72
297,57
603,118
367,75
207,40
653,130
223,44
654,128
232,48
400,82
104,19
130,25
404,79
631,124
989,196
268,55
866,174
254,50
786,158
399,81
340,70
596,121
899,181
377,74
144,30
969,193
930,188
168,32
136,25
152,31
578,115
993,196
723,145
678,137
616,121
263,52
492,100
914,181
593,116
161,31
813,164
224,44
314,61
214,43
843,169
725,145
114,20
463,94
180,34
454,92
179,37
300,58
538,109
160,33
900,180
760,150
412,84
342,66
968,191
711,142
649,129
482,97
932,185
815,161
282,58
882,178
518,101
804,159
608,122
354,70
156,31
708,140
840,166
106,23
668,132
741,149
355,72
645,128
426,84
602,122
798,157
834,167
990,199
834,165
843,169
764,152
914,184
357,73
883,176
738,148
975,194
445,88
511,101
811,163
370,76
478,97
894,176
310,62
100,21
305,63
853,168
650,132
744,149
756,149
457,90
