altura,granos
150,30
160,32
156,33
154,29
152,31
150,32
153,32
160,34
151,31
155,31
160,32
152,29
156,33
153,30
151,29
156,30
157,32
150,29
160,33
157,31
151,29
150,28
150,32
156,33
153,29
159,29
160,30
151,30
155,32
157,31
150,28
160,31
157,33
158,33
160,34
155,32
154,28
151,31
157,32
150,31
150,31
158,33
156,30
157,29
158,32
157,29
150,31
151,28
158,31
157,31
156,31
158,30
154,28
153,32
151,29
156,32
159,30
155,30
154,30
158,31
159,32
154,28
160,32
154,29
150,30
159,31
157,33
160,34
159,29
158,32
157,29
159,30
150,29
150,29
160,32
152,29
160,34
156,33
160,33
152,30
155,33
158,33
155,32
155,30
160,31
155,29
157,32
154,30
151,29
155,29
158,29
160,30
151,30
157,31
152,29
159,31
160,34
154,29
153,31
158,29
156,33
157,30
153,32
151,31
155,29
154,31
157,29
160,33
150,32
157,29
153,31
153,30
156,32
154,29
153,28
150,31
151,30
160,33
155,33
159,31
154,32
155,31
156,31
151,28
159,30
153,30
156,29
158,31
153,30
158,31
153,28
157,30
154,31
155,30
155,32
156,33
153,31
157,31
153,31
151,31
157,29
160,33
154,30
155,31
153,31
151,31
160,34
152,28
156,29
153,30
153,30
150,28
150,28
157,30
160,31
153,32
151,29
153,28
151,31
151,31
157,33
156,33
158,29
157,31
153,30
154,28
158,33
154,32
159,33
156,30
150,31
152,32
156,29
153,32
154,32
155,30
159,29
160,34
160,30
158,30
157,32
158,32
155,29
158,32
160,33
156,32
159,33
150,29
155,33
156,33
151,31
150,30
160,31
152,28
151,31
153,30
152,32
155,31
156,29
151,28
155,32
152,31
155,31
157,33
157,32
156,31
151,29
155,30
150,31
151,31
151,31
156,32
154,31
159,29
160,31
160,33
158,32
159,30
154,32
158,29
156,31
154,30
150,31
160,31
154,31
157,29
153,28
158,31
157,33
159,33
158,29
159,30
157,33
150,31
151,30
156,33
155,30
154,32
156,30
151,28
158,31
154,31
151,30
155,29
154,31
156,29
157,29
154,29
156,31
156,29
151,32
152,28
155,31
156,29
151,30
156,31
158,32
150,31
151,29
153,30
157,31
160,34
157,30
150,32
151,28
156,29
151,31
157,31
153,29
160,31
159,29
158,30
160,32
160,34
155,30
154,31
155,31
151,29
158,33
154,28
157,32
156,32
152,31
156,32
152,32
154,28
159,29
157,29
158,31
152,30
157,32
153,29
156,30
157,32
160,33
159,33
156,29
155,31
160,33
152,28
151,30
158,29
152,29
156,30
156,31
157,31
160,30
154,29
160,32
154,30
159,31
153,29
152,30
153,32
158,30
157,33
152,31
155,30
156,30
153,28
158,32
159,33
156,33
151,28
153,28
153,31
152,29
160,34
154,31
159,29
152,29
159,31
159,29
158,33
151,31
159,32
160,32
156,33
154,30
152,29
150,30
150,28
155,32
157,32
157,30
156,33
156,30
157,29
153,29
153,30
159,30
158,33
158,29
155,33
156,33
151,32
160,30
157,29
158,33
158,29
155,30
160,32
160,33
159,31
157,29
158,31
160,30
154,28
154,28
151,29
156,30
158,32
153,29
159,32
158,31
159,32
156,30
159,30
153,29
159,33
152,29
150,31
155,29
154,32
158,30
156,33
155,29
158,30
152,32
159,32
151,30
153,28
160,32
155,31
157,32
151,30
155,31
150,29
160,32
158,30
150,32
153,30
150,28
159,31
157,32
151,32
156,33
154,30
156,33
158,32
153,31
155,33
154,30
158,31
155,32
157,32
160,33
153,28
152,28
158,29
160,32
157,31
153,30
153,29
152,32
155,33
157,31
155,30
153,31
160,31
158,30
151,31
159,32
158,30
151,30
151,32
155,29
154,28
157,31
157,31
151,31
156,32
152,28
150,29
154,32
155,31
156,31
155,31
156,32
160,31
150,30
156,33
159,32
152,32
155,31
158,30
159,31
159,29
154,30
153,32
159,31
153,30
151,32
156,32
151,30
153,30
159,29
160,31
159,33
154,28
155,33
156,33
153,32
154,31
151,30
154,31
150,32
151,29
153,31
154,29
160,30
151,30
153,31
152,29
154,29
157,29
151,30
155,30
160,32
156,30
157,33
153,29
152,28
155,33
156,29
151,32
160,32
151,28
155,33
152,29
153,32
156,30
154,32
153,30
153,32
160,30
157,33
155,29
153,29
159,29
153,30
156,33
155,33
151,30
154,28
154,29
153,28
160,31
153,32
155,30
150,28
159,32
154,29
157,29
153,29
153,31
152,30
150,29
150,31
150,29
152,29
155,29
156,29
159,30
152,30
159,31
154,31
157,29
159,33
155,30
154,32
152,31
154,31
157,29
154,28
150,32
157,31
157,33
153,30
158,31
157,30
155,32
157,32
159,32
150,29
152,28
152,29
156,29
152,32
153,28
159,33
156,30
159,33
154,30
150,31
156,29
150,31
156,30
160,32
158,33
156,29
154,29
154,31
159,33
155,31
153,30
151,31
150,30
157,32
156,30
152,32
151,31
158,33
154,32
152,29
155,32
156,29
153,30
157,33
155,29
150,32
158,32
150,32
151,32
150,31
152,28
157,30
154,29
151,30
158,32
150,28
155,32
158,32
157,31
155,29
158,33
154,29
160,33
156,30
158,32
151,32
154,31
155,29
153,32
158,30
158,33
152,31
153,29
155,29
153,30
160,34
155,31
151,28
151,32
157,31
159,31
160,34
151,30
157,31
159,33
154,31
156,32
158,32
151,30
158,31
152,32
157,33
157,29
150,31
155,30
152,32
152,30
154,28
160,32
155,33
157,31
151,29
158,33
160,32
151,29
156,29
158,30
154,28
155,31
160,33
152,28
156,31
152,28
155,30
155,29
159,31
151,29
157,33
159,31
157,30
158,32
158,31
156,30
155,30
150,32
157,30
155,29
155,32
157,32
150,32
160,34
155,31
160,32
154,32
151,29
156,30
152,30
150,32
151,30
150,31
152,30
150,31
157,31
151,28
157,31
153,28
154,30
150,30
158,31
156,29
156,30
151,31
155,31
157,29
153,28
150,29
157,32
159,29
159,30
155,31
150,30
156,30
158,32
155,32
150,28
155,33
155,33
159,32
155,31
151,32
158,32
151,30
157,31
159,33
160,34
156,29
154,28
153,28
153,32
151,30
159,33
155,31
157,29
157,33
159,32
159,32
159,33
150,30
152,30
160,30
152,28
151,32
151,31
156,29
155,30
153,30
155,33
155,31
159,31
156,33
152,32
156,29
160,34
155,33
150,29
159,32
150,28
156,33
153,32
156,29
157,31
152,30
155,32
158,32
159,32
158,30
157,30
150,31
154,29
159,32
155,30
158,30
155,33
152,32
156,31
154,32
160,31
159,30
158,30
157,31
154,32
159,33
157,29
156,30
151,31
155,33
159,32
150,28
152,28
154,32
159,33
160,34
153,28
154,28
156,31
154,28
159,33
154,30
157,32
152,28
160,32
154,32
153,31
155,32
151,31
159,32
159,30
150,28
151,28
154,31
151,30
150,31
156,31
156,32
154,30
150,29
153,28
160,33
151,28
156,33
155,33
156,33
151,30
157,30
158,31
156,33
156,30
158,32
153,32
158,29
160,31
158,31
150,31
151,30
151,28
157,29
152,29
152,31
155,32
159,33
151,31
156,32
160,31
157,30
154,30
159,29
152,32
159,29
152,28
158,33
153,30
159,33
155,29
155,30
151,30
157,29
150,28
150,31
154,32
154,32
160,33
160,33
152,29
155,31
153,30
157,29
159,32
159,31
158,33
156,33
157,30
159,33
156,31
151,32
154,30
154,30
151,30
150,31
152,30
159,33
154,29
160,30
158,31
157,30
156,31
158,33
158,30
152,32
150,31
155,32
153,32
154,32
160,34
152,30
159,30
158,33
154,29
154,32
158,29
152,32
151,30
156,29
157,31
159,32
153,28
155,33
156,30
151,29
158,29
155,33
151,31
150,29
155,29
160,34
151,32
155,31
151,29
154,32
151,30
152,32
155,30
159,30
155,31
151,32
155,33
156,30
152,31
153,31
151,30
154,31
157,30
152,30
150,32
153,30
151,29
153,29
159,33
159,29
160,32
152,28
153,31
158,32
157,29
158,32
151,30
154,30
155,30
154,28
152,28
156,31
152,31
160,34
155,32
154,30
155,29
156,30
153,32
150,31
155,29
156,31
153,32
158,29
152,31
159,30
156,31
154,31
154,32
156,30
154,31
152,31
157,29
153,32
150,32
158,29
157,33
152,28
160,31
153,31
160,33
159,30
156,32
151,30
160,32
159,32
160,33
159,29
160,33
158,33
155,30
159,30
157,29
153,30
160,33
156,32
150,32
157,32
152,31
160,33
157,32
152,30
154,30
153,31
152,29
153,32
160,34
154,32
150,28
159,30
159,33
152,31
157,29
150,31
154,28
150,32
159,31
154,28
155,32
157,30
157,31
157,32
150,29
157,29
156,31
154,28
155,33
152,32
154,29
151,31
150,31
156,31
150,30
159,29
159,32
159,30
160,30
154,28
157,32
152,29
159,30
154,29
159,30
152,29
159,31
151,31
152,29
155,30
151,30
157,33
160,31
150,30
155,30
150,28
158,32
155,32
153,31
156,33
160,34
150,32
155,31
158,30
150,32
150,31
155,30
160,31
151,31
159,30
159,33
156,30
156,33
153,29
153,31
151,28
157,33
156,29
151,32
152,32
159,29
157,32
155,31
160,30
152,31
158,33
160,33
158,29
155,29
160,31
151,31
153,30
154,31
151,28
160,30
159,31
150,28
157,29
160,31
160,30
159,29
158,31
152,29
160,34
158,33
150,31
151,28
152,31
159,29
159,33
160,32
160,34
158,32
153,32
158,33
160,34
154,31
150,29
156,30
154,29
155,31
158,29
152,30
158,29
157,31
155,33
154,31
154,32
158,29
158,29
160,32
151,28
155,30
160,34
158,31
154,31
151,30
151,31
160,30
152,32
152,28
154,28
158,33
150,32
151,29
150,28
154,29
156,31
152,28
156,33
153,29
160,32
151,29
160,32
160,32
150,32
152,31
152,32
157,33
157,32
158,30
155,31
153,30
158,30
156,30
155,30
151,28
152,31
157,31
157,33
155,29
154,28
152,31
152,28
160,30
156,30
160,34
158,33
153,31
152,28
157,32
151,28
152,28
157,32
158,30
155,33
151,30
157,32
155,31
155,32
150,28
154,29
151,30
153,31
151,31
151,29
154,29
151,28
157,31
157,32
156,29
150,28
150,30
155,31
151,29
150,30
159,32
157,31
158,33
159,30
151,28
154,28
160,33
157,33
152,29
157,31
151,29
156,30
152,29
156,29
151,32
159,30
152,30
150,30
152,30
150,32
152,28
151,29
156,33
155,32
155,29
151,32
160,33
151,29
155,29
153,32
155,29
157,33
151,29
154,29
157,33
156,33
156,30
159,31
154,31
159,32
154,29
160,34
154,30
160,30
154,30
150,32
150,32
157,30
157,29
156,29
155,30
153,31
152,30
153,28
155,30
156,31
158,29
156,30
160,33
159,31
152,31
153,30
154,29
154,28
158,32
153,32
153,32
155,32
160,30
159,31
154,32
156,33
152,28
159,32
151,29
155,33
158,33
160,32
150,32
157,33
154,28
158,32
150,31
153,30
159,29
157,32
156,30
156,30
150,28
158,29
156,29
155,32
155,33
157,31
150,30
160,34
158,30
152,28
150,32
154,30
150,30
153,29
150,32
158,29
157,31
151,32
150,31
153,31
160,31
154,32
150,31
151,31
159,30
151,30
158,32
158,32
154,29
155,33
156,29
160,34
155,31
154,32
152,30
156,32
159,30
154,30
152,28
154,32
152,28
156,33
160,31
156,30
154,29
150,29
152,28
159,33
154,32
153,30
152,29
158,33
152,31
154,32
159,31
155,31
159,29
152,32
151,28
150,30
154,32
150,30
159,30
153,32
155,31
160,31
152,28
155,29
153,30
156,33
152,28
157,33
160,30
151,32
155,30
160,30
156,31
151,30
159,32
155,30
156,31
150,29
159,33
159,31
154,31
160,33
155,29
157,29
160,32
160,31
154,28
158,31
158,30
159,32
156,30
154,31
152,32
150,32
150,29
156,33
160,34
151,30
152,29
159,29
153,29
150,32
153,32
156,30
158,29
158,32
150,31
159,33
160,32
160,31
151,31
160,31
159,33
153,29
154,32
160,31
157,32
153,28
158,32
154,31
150,28
160,32
160,33
153,30
159,29
158,33
156,33
154,32
155,29
150,32
156,30
152,28
155,31
154,30
154,29
156,33
158,31
153,29
155,31
150,28
155,30
159,29
151,30
154,30
151,32
159,29
154,30
152,31
155,30
150,29
156,32
152,32
158,31
157,33
156,30
160,30
158,30
152,30
157,33
156,30
150,29
159,33
152,30
153,29
155,31
150,31
157,32
156,32
160,34
152,28
150,31
155,31
155,32
153,32
152,31
154,29
155,33
151,31
155,32
151,28
156,31
152,31
156,31
158,31
152,28
159,31
160,33
150,31
151,32
155,30
151,30
157,29
155,33
158,29
159,33
158,30
152,30
152,28
159,29
152,32
157,32
